NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult,PublicPreview,GeneralAvailability,BusinessValue,FeatureDetails
Richer access control for extension source in cloud environments,Richer access control for extension source in cloud environments,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/richer-access-control-extension-source-cloud-environments,,,Sep 2021,Oct 2021,Currently it's possible to control access to an extension source in the cloud through the app.json property ShowMyCode. If enabling this an extension source will be available both for debug download (PTEs) and in symbols. Because of this many partners select not to share the source thereby also prohibiting debug leading to longer times to mitigate customer issues and challenges with providing alternatives for debugging a source.Feature details,For better control of source access more granular options will be provided. At this time implementation details are still being worked on. This could be solved by replacing the existing ShowMyCode property in the app.json file and enhancing it with more detailed optionsfor example AllowDebugSource AllowDownloadSource or AllowSymbolsSource.Thank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.
Force sync of customer-specific extensions in online environments,Force sync of customer-specific extensions in online environments,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/force-sync-customer-specific-extensions-online-environments,,,Oct 2021,Oct 2021,Whenever the table schema is changed in a destructive way in an extension it can have a downstream impact for any depending extension and potentially block updates until the breaking changes have been fully resolved. Until now the process for handling destructive changes has been to implement them and then obsolete them in due time to allow a more seamless process.There can however sometimes be a need for making breaking changes. This can occur for example in cases where there is no downstream impact of the change if dependencies are under full control (for example for per-tenant extensions) or to make changes that are forced by new clashing object identities introduced upstream.To help with these scenarios we are introducing the ability to deploy per-tenant extensions (PTEs) with force schema sync mode which will allow destructive changes to the table schema in the new extension version.Feature details,When deploying a new customer-specific (per-tenant) extension to Business Central online either through the Extension Management page or the admin center it will now be possible to force any destructive table schema changes and circumvent the usual error when such changes are detected. This will allow the removal of specific tables or fields from the database.NoteThis operation means you will lose any data that is stored in the removed tables and fields. You will still have the option to restore the database. Thus before a force sync in a production environment this should be thoroughly tested in a matching sandbox environment container or on-premises installation.
Performance â support for included columns in keys,Performance â support for included columns in keys,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/performance-support-included-columns-keys,,,Oct 2021,Oct 2021,With the introduction of the partial record loading feature a developer can now tailor indexes to include exactly the data needed for certain queries so that all data needed for a specific query could be loaded just with the index pages.Feature details,AL developers can now create fully covering indexes that perform well. Just use the new keyword IncludedColumns in the key definition to create indexes with included columns on the leaf nodes.Benefits of indexes with included columns are:Included columns do not count against the 16 fields in an index definition.An index with included columns require less I/O on the database.An index with included columns is smaller and more likely to be cached in the database cache.
Performance â support for non-clustered column store indexes,Performance â support for non-clustered column store indexes,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/performance-support-non-clustered-column-store-indexes,,,Oct 2021,Oct 2021,Using a non-clustered column store index (NCCI) instead of SIFT indexes can have multiple performance benefits such as reduced locking due to maintenance of SIFT indexes (SQL indexed views) faster posting and reduced storage cost (NCCIs are highly compressed).Feature details,AL developers can now create NCCIs instead of SIFT indexes. Just use the new keyword Columnstore in the table definition.A migration path from tables with SIFT indexes to NCCIs could be:Add all SIFT fields to the NCCI.Remove the SIFT index.If the SIFT indexes are really needed add them again using a per-tenant extension.Using NCCIs can give you better performance especially in situations where developers forget to add one or more SIFT indexes.
AL compiler diagnostic messages includes URLs,AL compiler diagnostic messages includes URLs,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/al-compiler-diagnostic-messages-includes-urls,,,Dec 2021,Dec 2021,When you compile or run code analyzers diagnostic messages can appear in the form of error warning or informational messages. To help resolve such diagnostic issues an option of adding a URL for additional documentation on what is causing the issue and options for how to resolve the issue will now be available. Note that this feature adds the ability to include a URL; however not all diagnostic messages will take advantage of this from the beginning.Feature details,Having links in diagnostic messages from compilation or code analyzers will support linking to additional relevant documentation about the cause of the issue as well as options for how to resolve it.
Governance and administration,Governance and administration,Governance and administration,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/planned-features,,,,,,
Automatic installation and update of dependencies when updating apps in the Business Central admin center,Automatic installation and update of dependencies when updating apps in the Business Central admin center,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/automatic-installation-update-dependencies-when-updating-apps-business-central-admin-center,,,-,Oct 2021,Simplify and streamline the process of updating apps in the Business Central admin center by allowing the service to automatically install and update app dependencies.Feature details,Business Central admin center provides administrators with an overview of the apps that are installed for each Business Central environment and can help them identify which apps have updates (newer versions) available and install the updates at a convenient time.In some scenarios however updating an app might require updating or installing other apps that it depends on. In such cases the update of the main app will probably stop until the dependencies are updated or installed which adds steps that can slow the update process. In this release we're introducing an option that lets admins review dependencies before updating and automate any steps that are needed.See alsoManaging Updates in the Business Central Admin Center (docs)
Manage access to environments using Azure Active Directory groups,Manage access to environments using Azure Active Directory groups,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/manage-access-environments-using-azure-active-directory-groups,,,-,Oct 2021,Use Azure Active Directory groups to manage access to Dynamics 365 Business Central environments.Feature details,You can use Azure Active Directory (Azure AD) groups to grant access to environments.In the Business Central admin center you can associate an Azure AD group with an environment. Members of that Azure AD group will be synchronized to Business Central and granted access to that environment.Main benefits will be:Users can only see the environments that they have access to.Only the users in the associated group are imported to the environment.Thank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.
Admins can handle scheduled tasks after a point-in-time restore,Admins can handle scheduled tasks after a point-in-time restore,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/admins-handle-scheduled-tasks-after-point-in-time-restore,,,Sep 2021,Oct 2021,After a point-in-time restore the tenant admin can sign in and decide which restored scheduled tasks to re-enable or cancel if no longer relevant.Feature details,After a point-in-time restore or copy to a sandbox all restored scheduled tasks in the tenant are paused. With this new feature the internal admin can sign in and see which scheduled tasks are paused and make a decision about re-enabling or canceling them depending on the purpose of each task.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.See alsoUse Job Queues to Schedule Tasks (docs)
Copying environments of different types,Copying environments of different types,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/copying-environments-different-types,,,Sep 2021,Oct 2021,,At the different stages of implementation testing support and maintenance of a Business Central instance Business Central online provides administrators with more flexibility when working with multiple online environments.In earlier versions the Business Central admin center would only allow you to copy a production environment into a sandbox environment.In this release wave we are adding support for copying the environments within and across different environment types:Production to ProductionSandbox to SandboxSandbox to ProductionThank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.
Operations log enhancements,Operations log enhancements,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/operations-log-enhancements,,,Sep 2021,Oct 2021,,The Operations log in the Business Central admin center provides an overview of the admin operations in the relevant Business Central online environments such as restoring renaming installing and uninstalling apps exporting databases and moving environments between different Azure Active Directory (Azure AD) tenants.In this release wave we're adding more operation logs to this view. Administrators will be able to see the following new operations:Environment createdEnvironment deletedEnvironment copiedEnvironment properties updatedThe administrators will also be able to truncate the log to remove old operations that are no longer relevant.
Restarting environments,Restarting environments,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/restarting-environments,,,Sep 2021,Oct 2021,,In some specific circumstances as a troubleshooting step administrators might have to restart a particular Business Central environment to resume its normal operation. In this release wave we're adding the option to restart an environment in the Business Central admin center.Thank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.
Microsoft Power Platform,Microsoft Power Platform,Microsoft Power Platform,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/planned-features,,,,,,
Show reports from named and shared Power BI workspaces in Business Central,Show reports from named and shared Power BI workspaces in Business Central,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/show-reports-named-shared-power-bi-workspaces-business-central,,,Sep 2021,Oct 2021,Flexibility in your work and your workspace is essential and this also applies to data analysis and business intelligence. With that in mind Power BI had introduced named and shared workspaces but in Business Central you were only able to use the default workspace and the ones provided by Business Central. Now you can embed reports from any of your personal or shared Power BI workspaces into Business Central.Feature details,With this feature when selecting which Power BI reports to show in Business Central Power BI returns the list of workspaces you have access to and the reports in the workspaces. (The permissions you have in Business Central still apply.) You can then choose one of the reports and have it embedded in Business Central.If you have a report in a shared team or organization-wide workspace it can now also be embedded in Business Central.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.Thank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.
Modern clients,Modern clients,Modern clients,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/planned-features,,,,,,
Performance improvements to the Business Central web client,Performance improvements to the Business Central web client,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/performance-improvements-business-central-web-client,,,Aug 2021,Oct 2021,Users benefit from improved responsiveness when interacting with the user interface of the web client.Feature details,The 2021 release wave 2 includes various performance optimizations that benefit not only the Business Central web client but other clients as well. These optimizations result in faster-opening pages more efficient resource usage on client devices and more.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.
Unhindered data entry across rows,Unhindered data entry across rows,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/unhindered-data-entry-across-rows,,,Aug 9 2021,Oct 2021,Accelerate repetitive data entry through a reliable and predictable editing experience. Never lose a keystroke when correcting data across cells or when filling out data column by column but still benefit from business rules that validate your input.Feature details,When you type data in any editable list the Business Central web client no longer pauses while it processes the previously modified row.While this feature already provides a more responsive experience in itself data entry becomes even more efficient when combined with the F8 key to copy the value of the cell above and other keyboard shortcuts for actions like the F9 key to post a journal.As a partner you can start previewing this feature through Microsoft Collaborate as soon as August 2021.
Usability improvements to the Business Central web client,Usability improvements to the Business Central web client,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/usability-improvements-business-central-web-client,,,Aug 10 2021,Oct 2021,With a growing and diverse workforce learning to use the web client (and using it to complete business tasks quickly and reliably) we are continuing to optimize the client for improved usability.Feature details,When vertical screen space is reduced the header along the top of the client automatically resizes to a compact 8 pixel height freeing up more space for data on the screen. This improvement is available only for Business Central online.When selecting multiple rows in a list users can freely activate the context menu for any of the selected rows without losing row selection. Choosing any action from the row context menu continues to act upon that row not the set of selected rows.Other improvementsAfter October 2021 we'll be addressing user feedback that covers various aspects of the user interface such as:Better indication of noneditable cells in lists.Consistent user interaction for navigating submenus in the action and navigation bars.Consistent lookup and dropdown behavior on fields.
Discovering reports and administration areas in Role Explorer,Discovering reports and administration areas in Role Explorer,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/discovering-reports-administration-areas-role-explorer,,,Sep 2021,Oct 2021,With the addition of Role Explorer in a previous Business Central release wave we made it extremely easy to browse search and simply explore pages within or outside of your role. Now when exploring all roles you can narrow your search to reports and data analysis areas only which can help you discover information crucial for your business decisions. In the same way you can narrow the exploration to just administrative tasks which can help when you're setting up or configuring the system.Feature details,The Explore all  feature in Role Explore has been renamed to Explore more roles and enhanced with new easy-to-discover controls that let you filter Role Explorer to show only reports or only administration areas. You can always switch back to get an overview of all pages again.This new feature works seamlessly whether you're exploring all roles or diving deeper into one of them using the Find option expanding and collapsing content on the page and so on. In short it's smooth easy and ready to use.
Decimal separator on numeric keypad matches region setting,Decimal separator on numeric keypad matches region setting,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/support-localized-decimal-separator-numeric-keypads,,,Oct 2021,Dec 2021,Business Central empowers users to work efficiently and save time when entering data in the web client. With support for different decimal separators on numeric keypads a favorite among business accountants currency amounts and other decimals can be typed quicker and more reliably.Feature details,The 2021 release wave 2 adds support for the localization of the decimal and thousands separator key (typically a period or comma character) when entering numeric values in fields. Previously on most non-US keyboards using the &quot;.&quot; or &quot;&quot; as a thousandths or decimal separator from the keyboard's numeric keypad didn't result in the correct separator in the Business Central web client. For example a value of 123456 got entered as 123.456. With this release this is no longer a problem.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.
Service and platform,Service and platform,Service and platform,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/planned-features,,,,,,
Performance: OData callers can specify read-only intent in GET requests,Performance: OData callers can specify read-only intent in GET requests,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/odata-read-only-intent,,,-,Oct 2021,Integrations that query data using OData can indicate a read-only intent to read data from a secondary database replica.Feature details,Integrations that consume data from Business Central can indicate a read-only intent to use the read-only database replica by setting an OData header at call time (for GET requests). This will offload read-only queries from the primary database.Replicas are always in the transactionally consistent state but at different points in time there may be some small latency between different replicas.
Protect the Business Central Server against excessive background sessions for an environment,Protect the Business Central Server against excessive background sessions for an environment,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/protect-business-central-server-against-excessive-background-sessions-environment,,,Oct 2021,Oct 2021,Having a system protection limit on the creation of sessions started from AL code will make the Business Central Server and service more stable. Cases where one environment starts a lot of sessions won't affect the stability of other environments running on the same server (or even the environment that started the sessions).Feature details,The Business Central Server can process multiple background sessions simultaneously. Similar to child sessions the Business Central Server is protected against an excessive number of background sessions for an environment. Excess background sessions can be sent to a queue for processing when a time slot becomes available. To control the background sessions the Business Central Server now includes the following configuration settings which are set on a per-environment basis:The maximum number of background sessions that the server instance can actively process at the same time.The maximum number of background sessions that can be waiting in the queue for processing.The maximum amount of time that background sessions will wait in the queue for processing.
Connected Store,Connected Store,Connected Store,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,,
Dynamics 365 Connected Store,Dynamics 365 Connected Store,Dynamics 365 Connected Store,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/,,,,,,
Store analytics,Store analytics,Store analytics,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/planned-features,,,,,,
Display effectiveness analytics,Display effectiveness analytics,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/display-effectiveness-analytics,,,Sep 2021,Dec 2021,Enables business decision makers to:Determine and measure the effectiveness of displays/promotions within the store.Do A/B testing to find the best location to place products by measuring engagement.Feature details,The display effectiveness analytics feature provides insights around the display/promotion effectiveness of various display zones (configured by the store manager) and their performance relative to each other.This feature helps the store manager determine the effectiveness of displays by answering questions such as:How many people visited the display?How long on average did visitors dwell?From what direction (side of display zone) did visitors enter/exit the display zone?Which are the most and least busy displays?Which are the most and least engaging displays?Display engagement trends
Queue management analytics,Queue management analytics,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/queue-management-analytics,,,Sep 2021,Dec 2021,Enables business decision makers to:Determine cashier queue lengths and wait timesMake informed decisions on employee shift managementHelp improve customer experience by reducing wait timesImprove revenues by minimizing queue abandonmentFeature details,The queue management analytics feature includes insights around queue lengths and wait times (configured by the store manager) and their performance relative to each other.Queue management includes insights that help you do the following:Identify the longest and shortest queue length.Identify the slowest and fastest queue times with respect to the average queue time for all queues.Visualize queue length and queue time trends for the longest and slowest queues.Sort through a list of all store queues configured for insights according to queue name longest and shortest queue values and fastest and slowest queue times for the selected time range.
Shopper analytics,Shopper analytics,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/shopper-analytics,,,Sep 2021,Dec 2021,Enables business decision makers to plan for shift management and inventory based on foot traffic patterns.Feature details,Shopper analytics (previously called &quot;store traffic analytics&quot;) includes out-of-the box AI models and insights related to entry trends patterns changes anomalies at store entries/exits and over capacity determined by configurable thresholds. The easy-to-use dashboards also enable you to explore how many people visited the store during a given timeframe categorized by entrance with drill-down capabilities. Using these features business decision makers will be able to plan for shift management and inventory based on foot traffic patterns at various locations in a store.The following are some of the key insights provided by this feature:Store entriesBusiest dayLeast-busy dayBusiest entranceLeast-busy entranceOver-capacity indicatorsFoot traffic trends
Guides,Guides,Guides,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,,
Dynamics 365 Guides,Dynamics 365 Guides,Dynamics 365 Guides,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/guides/dynamics365-guides/,,,,,,
default,default,default,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/guides/dynamics365-guides/planned-features,,,,,,
Updated user experience leveraging HoloLens 2 instinctual interactions,Updated user experience leveraging HoloLens 2 instinctual interactions,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/guides/dynamics365-guides/updated-user-experience-leveraging-hololens-2-instinctual-interactions,,,-,Nov 2021,This enables an easier to use and more intuitive application for example reducing the time needed to open files.Feature details,Users can now leverage instinctual touch interactions throughout the Guides application. Although users can still operate a Guide with hands-free interactions core app functionality such as sign-in or starting a guide will have an updated touch interface.When a user raises their hand at any time a small launcher menu will appear. After pressing one of the buttons on the launcher a touch panel appears in front of the user where they can use touch to start a guide.
Remote Assist,Remote Assist,Remote Assist,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,,
Dynamics 365 Remote Assist,Dynamics 365 Remote Assist,Dynamics 365 Remote Assist,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/remote-assist/dynamics365-remote-assist/,,,,,,
default,default,default,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/remote-assist/dynamics365-remote-assist/planned-features,,,,,,
Support for a subset of Teams policies,Support for a subset of Teams policies,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/remote-assist/dynamics365-remote-assist/support-subset-teams-policies,,,-,Oct 2021,Remote Assist users participating in a Teams meeting or call are now subject to the same policies as any other Teams user easing configuration and ensuring compliance for customers' meetings.Feature details,When Teams admins have set up policies about the following features these policies will automatically cascade to Remote Assist:Ability to start a meeting recordingAbility to send text chatsAbility to enable video cameraAbility to share filesFor example if the ability to start a meeting recording has been disabled through the associated policy for a user that feature will be disabled for that user in Teams as well as in Remote Assist.
Support for Spotlight and Pinning for Remote Assist video feed on Teams desktop,Support for Spotlight and Pinning for Remote Assist video feed on Teams desktop,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/remote-assist/dynamics365-remote-assist/support-spotlight-pinning-remote-assist-video-feed-teams-desktop,,,-,Oct 2021,Customers can use these features to ensure that the Remote Assist video feed is on the biggest part of the screen during meetings or calls. This enables the ability to properly view and eventually record the details for the remote collaboration session.Feature details,When a Remote Assist user is part of a meeting or a call Teams desktop users can now leverage the Spotlight or Pinning feature to keep the Remote Assist user video feed on the main stage. These features are accessible through a right click on the video feed of the meeting or call participant.
Customer Insights,Customer Insights,Customer Insights,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,,
Audience insights,Audience insights,Audience insights,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/,,,,,,
B2B,B2B,B2B,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/planned-features,,,,,,
Relationships between account and contact entities,Relationships between account and contact entities,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/relationships-between-account-contact-entities,,,Oct 2021,-,,If your organization has already configured existing relationships between fields in account data to related contacts in a Dynamics 365 model-driven app like Sales or Customer Service this information is persisted when the data get ingested to audience insights.
Shared environment for B2B and B2C customer profiles,Shared environment for B2B and B2C customer profiles,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/shared-environment-b2b-b2c-customer-profiles,,,Oct 2021,-,,Ingest and work with B2B profiles (accounts and contacts) and B2C profiles (individual customers) in the same environment of audience insights instead of creating two individual environments and keeping the data separated.
Support existing accounts hierarchies,Support existing accounts hierarchies,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/support-existing-accounts-hierarchies,,,Oct 2021,-,,Leverage an existing account hierarchy in an existing organization to generate additional insights (for example through segments and measures based of unified account profiles). This feature enables users to consolidate insights based on their existing account hierarchy.
Insights and unified profiles for accounts and contacts,Insights and unified profiles for accounts and contacts,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/insights-unified-profiles-accounts-contacts,,,Mar 2022,-,Complement unified account profiles with unified contact profiles to get a full 360-degree customer view spanning both accounts and their contacts.Feature details,Create unified profiles and insights for organizations and individuals and switch between them to get a holistic view of accounts and contacts. The combined view shows segments measures activities and more.
Activities for accounts and contacts,Activities for accounts and contacts,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/activities-accounts-contacts,,,Oct 2021,Oct 2021,Rich activities insights powering well-informed business decisions.Feature details,Users now have the ability to display activities from different profile types in the same timeline simultaneously. For example activities that are related to accounts and activities that are related to contacts of those accounts can be viewed in the timeline widget of a Customer card.
Company name normalization,Company name normalization,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/company-name-normalization,,,Oct 2021,Oct 2021,Increase the quality of generated insights by improving the quality of account unification.Feature details,Audience insights lets you use algorithms to normalize company names. The normalization uses models based on machine learning and AI to improve qualitative data unification capabilities. Normalized company names are also used by other system processes in B2B scenarios.
Measures in B2B scenarios,Measures in B2B scenarios,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/measures-b2b-scenarios,,,Oct 2021,Oct 2021,Generate custom insights for important business metrics.Feature details,This new feature enables B2B customers to create new measures with the help of data mapping by selecting desired accounts and subaccounts in their managed hierarchies. Specifically B2B customers can choose hierarchies to apply and roll up the subaccounts into the main account to calculate measures with aggregated results.
Predict churn in B2B scenarios,Predict churn in B2B scenarios,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/predict-churn-b2b-scenarios,,,Oct 2021,Oct 2021,Proactively analyze customers to prevent potential churn and eliminate related customer acquisition cost.Feature details,In B2B scenarios customers are business organizations and organized as accounts with individual organization reps as related contacts. In addition to churn predictions for individual customer records audience insights predicts the likelihood of churn for accounts and provides the same straightforward guided experience.
Segments in B2B scenarios,Segments in B2B scenarios,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/segments-b2b-scenarios,,,Oct 2021,Oct 2021,Create custom segments to generate insights and make well-informed business decisions.Feature details,As part of enabling B2B customers the segmentation capability in audience insights supports the B2B scenarios of accounts and contacts for these business accounts. It also respects any existing hierarchical relationships between accounts and contacts. This feature includes changes to the segment builder and the general workflows to create manage and schedule segments in audience insights.
Data ingestion,Data ingestion,Data ingestion,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/planned-features,,,,,,
Additional Power Query connectors,Additional Power Query connectors,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/additional-power-query-connectors,,,Jan 2022,-,,Ingested data is the foundation for data unification and subsequent data processing. More Power Query connectors provide additional options for ingesting data in audience insights in a variety of formats.Newly added Power Query connectors include:Azure Synapse AnalyticsDataverse Data LakeAdobe Analytics v2 APIsGoogle Analytics v4 APIs
Support in-lake transforms on attached entities,Support in-lake transforms on attached entities,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/support-in-lake-transforms-attached-entities,,,Jan 2022,-,,Initiate author and refresh data transformation settings using technology similar to Power Query for data connected from a Common Data Model folder in your Azure Data Lake Storage account before ingesting the data to audience insights.
Data unification,Data unification,Data unification,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/planned-features,,,,,,
Custom normalizations,Custom normalizations,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/custom-normalizations,,,Jan 2022,-,,This feature provides the ability to normalize anonymous values and name aliases before matching them. Users can specify their own list of name variations and anonymous values to be normalized before matching to improve the matching process configuration and adapt it to the user's need.
Enrichment,Enrichment,Enrichment,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/planned-features,,,,,,
B2B scenarios for enrichments and exports,B2B scenarios for enrichments and exports,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/b2b-scenarios-enrichments-exports,,,Oct 2021,-,,Audience insights extends integrations with Microsoft services to support B2B scenarios. These capabilities create a seamless experience when working with Dynamics 365 Customer Insights and other first-party services. The integrations with third-party systems and services also support the B2B scenarios and provide you with the required flexibility to activate and export accounts and their related contacts.Existing enrichments from Microsoft adapt to enable B2B scenarios for our customers. Integrations of third-party data enrichment providers enable B2B enrichment scenarios too.
Share of voice for brands and interests,Share of voice for brands and interests,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/share-voice-brands-interests,,,Nov 2021,-,,Audience insights extends brand and interest enrichments with the addition of a new comparative share of voice (SoV) score.You can use this new score to understand how a specific brand or interest compares to other brands and interests for a given customer's demographic. For example you can find out if a customer's demographic segment (35-49 year-old females from Seattle USA) has a higher SoV for brand X as compared to the brands Y or Z.
Extensibility,Extensibility,Extensibility,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/planned-features,,,,,,
More activation options with Microsoft services,More activation options with Microsoft services,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/more-activation-options-services,,,Mar 2022,-,,Improve existing integrations with other Microsoft services to provide a more seamless experience when using Dynamics 365 Customer Insights and other first-party services. Additionally we're extending the number of available integrations to more Microsoft services to enable further activation scenarios.
More integrations with third-party services,More integrations with third-party services,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/more-integrations-third-party-services,,,Mar 2022,-,,Audience insights provides additional integrations with third-party systems and services to enable additional usage scenarios and provide you with increased flexibility on how to use your customer data. Also we're extending functionality and providing improvements to various existing activation scenarios.
Intelligence,Intelligence,Intelligence,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/customer-insights/audience-insights/planned-features,,,,,,
