NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult,PublicPreview,GeneralAvailablity
Country and regional,Country and regional,Country and regional,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/planned-features,,,,,null,null
Country and regional expansion â Argentina,Country and regional expansion â Argentina,<h2>Business Value</h2> <p>There is a large demand for Dynamics 365 Business Central online. We are increasing the global availability to cover more countries and regions so that small and midsized businesses across the world can achieve more.Feature details</p><h2>Feature details</h2> <p>Expansion to Argentina is achieved through partner-led localization. Our partners create the relevant localization apps that are then published to AppSource. In combination with the built-in language offerings Dynamics 365 Business Central is then available to serve customers in Argentina.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--argentina,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--argentina,,,Sep 2021,Oct 2021
Country and regional expansion â Bulgaria,Country and regional expansion â Bulgaria,<h2>Business Value</h2> <p>There is a large demand for Dynamics 365 Business Central online. We are increasing the global availability to cover more countries and regions so that small and midsized businesses across the world can achieve more.Feature details</p><h2>Feature details</h2> <p>Expansion to Bulgaria is achieved through partner-led localization. Our partners create the relevant localization apps that are then published to AppSource. In combination with the built-in language offerings Dynamics 365 Business Central is then available to serve customers in Bulgaria.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--bulgaria,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--bulgaria,,,Sep 2021,Oct 2021
Country and regional expansion â Chile,Country and regional expansion â Chile,<h2>Business Value</h2> <p>There is a large demand for Dynamics 365 Business Central online. We are increasing the global availability to cover more countries and regions so that small and midsized businesses across the world can achieve more.Feature details</p><h2>Feature details</h2> <p>Expansion to Chile is achieved through partner-led localization. Our partners create the relevant localization apps that are then published to AppSource. In combination with the built-in language offerings Dynamics 365 Business Central is then available to serve customers in Chile.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--chile,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--chile,,,Sep 2021,Oct 2021
Country and regional expansion â Myanmar,Country and regional expansion â Myanmar,<h2>Business Value</h2> <p>There is a large demand for Dynamics 365 Business Central online. We are increasing the global availability to cover more countries and regions so that small and midsized businesses across the world can achieve more.Feature details</p><h2>Feature details</h2> <p>Expansion to Myanmar is achieved through partner-led localization. Our partners create the relevant localization apps that are then published to AppSource. In combination with the built-in language offerings Dynamics 365 Business Central is then available to serve customers in Myanmar.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--myanmar,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--myanmar,,,Sep 2021,Oct 2021
Country and regional expansion â Puerto Rico,Country and regional expansion â Puerto Rico,<h2>Business Value</h2> <p>There is a large demand for Dynamics 365 Business Central online. We are increasing the global availability to cover more countries and regions so that small and midsized businesses across the world can achieve more.Feature details</p><h2>Feature details</h2> <p>Expansion to Puerto Rico is achieved through partner-led localization. Our partners create the relevant localization apps that are then published to AppSource. In combination with the built-in language offerings Dynamics 365 Business Central is then available to serve customers in Puerto Rico.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--puerto-rico,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--puerto-rico,,,Sep 2021,Oct 2021
Country and regional expansion â Slovakia,Country and regional expansion â Slovakia,<h2>Business Value</h2> <p>There is a large demand for Dynamics 365 Business Central online. We are increasing the global availability to cover more countries and regions so that small and midsized businesses across the world can achieve more.Feature details</p><h2>Feature details</h2> <p>Expansion to Slovakia is achieved through partner-led localization. Our partners create the relevant localization apps that are then published to AppSource. In combination with the built-in language offerings Dynamics 365 Business Central is then available to serve customers in Slovakia.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--slovakia,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--slovakia,,,Sep 2021,Oct 2021
Country and regional expansion â Ukraine,Country and regional expansion â Ukraine,<h2>Business Value</h2> <p>There is a large demand for Dynamics 365 Business Central online. We are increasing the global availability to cover more countries and regions so that small and midsized businesses across the world can achieve more.Feature details</p><h2>Feature details</h2> <p>Expansion to Ukraine is achieved through partner-led localization. Our partners create the relevant localization apps that are then published to AppSource. In combination with the built-in language offerings Dynamics 365 Business Central is then available to serve customers in Ukraine.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--ukraine,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/countryregional-expansion--ukraine,,,Sep 2021,Oct 2021
Development,Development,Development,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/planned-features,,,,,null,null
AL compiler diagnostic messages includes URLs,AL compiler diagnostic messages includes URLs,<h2>Business Value</h2> <p>When you compile or run code analyzers diagnostic messages can appear in the form of error warning or informational messages. To help resolve such diagnostic issues an option of adding a URL for additional documentation on what is causing the issue and options for how to resolve the issue will now be available. Note that this feature adds the ability to include a URL; however not all diagnostic messages will take advantage of this from the beginning.Feature details</p><h2>Feature details</h2> <p>Having links in diagnostic messages from compilation or code analyzers will support linking to additional relevant documentation about the cause of the issue as well as options for how to resolve it.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/al-compiler-diagnostic-messages-includes-urls,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/al-compiler-diagnostic-messages-includes-urls,,,Sep 2021,Oct 2021
Force sync of customer-specific extensions in online environments,Force sync of customer-specific extensions in online environments,<h2>Business Value</h2> <p>Whenever the table schema is changed in a destructive way in an extension it can have a downstream impact for any depending extension and potentially block updates until the breaking changes have been fully resolved. Until now the process for handling destructive changes has been to implement them and then obsolete them in due time to allow a more seamless process.There can however sometimes be a need for making breaking changes. This can occur for example in cases where there is no downstream impact of the change if dependencies are under full control (for example for per-tenant extensions) or to make changes that are forced by new clashing object identities introduced upstream.To help with these scenarios we are introducing the ability to deploy per-tenant extensions (PTEs) with force schema sync mode which will allow destructive changes to the table schema in the new extension version.Feature details</p><h2>Feature details</h2> <p>When deploying a new customer-specific (per-tenant) extension to Business Central online either through the Extension Management page or the admin center it will now be possible to force any destructive table schema changes and circumvent the usual error when such changes are detected. This will allow the removal of specific tables or fields from the database.NoteThis operation means you will lose any data that is stored in the removed tables and fields. You will still have the option to restore the database. Thus before a force sync in a production environment this should be thoroughly tested in a matching sandbox environment container or on-premises installation.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/force-sync-customer-specific-extensions-online-environments,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/force-sync-customer-specific-extensions-online-environments,,,Oct 2021,Oct 2021
Generated documentation for AL language,Generated documentation for AL language,<h2>Business Value</h2> <p>Reference documentation is an important part of a programming language. In this release we have increased coverage of auto-generated documentation for the AL language ensuring that this is in sync with the latest changes and additions. Specifically we are adding properties triggers method options and method attributes.Feature details</p><h2>Feature details</h2> <p>AL reference documentation is used to look up documentation of types method and properties in the programming language. For many releases this documentation has been handcrafted which can lead to inconsistencies with the actual language. To ensure that the documentation is in sync with the language entries will be auto-generated and any additional content will be added manually afterward. This ensures full coverage and that the documentation better reflects the AL language as it evolves.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/generated-documentation-al-language,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/generated-documentation-al-language,,,Aug 2021,Oct 2021
Profiling AL performance with snapshot debugger,Profiling AL performance with snapshot debugger,<h2>Business Value</h2> <p>Performance is top of mind for most customers especially in the world of online business. Until now apart from selected reactive telemetry allowing monitoring of customer tenants there has not been a proactive way to measure execution performance during development nor when troubleshooting specific customer support cases with performance issues. To address this we are introducing the ability to capture execution timing as part of a snapshot and investigate this in Visual Studio Code when replaying the snapshot.Feature details</p><h2>Feature details</h2> <p>Snapshot captures now include a performance profile of the executed code that is captured in the snapshot. Using a new performance profiling editor view in the AL Visual Studio Code extension developers can then investigate the time spent on execution either using top-down and bottom-up call stack views or flame graphs.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/profiling-al-performance-snapshot-debugger,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/profiling-al-performance-snapshot-debugger,,,Aug 2021,Oct 2021
Richer access control for extension source in cloud environments,Richer access control for extension source in cloud environments,<h2>Business Value</h2> <p>Currently it's possible to control access to an extension source in the cloud through the app.json property ShowMyCode. If enabling this an extension source will be available both for debug download (PTEs) and in symbols. Because of this many partners select not to share the source thereby also prohibiting debug leading to longer times to mitigate customer issues and challenges with providing alternatives for debugging a source.Feature details</p><h2>Feature details</h2> <p>For better control of source access more granular options will be provided. At this time implementation details are still being worked on. This could be solved by replacing the existing ShowMyCode property in the app.json file and enhancing it with more detailed optionsfor example AllowDebugSource AllowDownloadSource or AllowSymbolsSource.Thank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/richer-access-control-extension-source-cloud-environments,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/richer-access-control-extension-source-cloud-environments,,,Sep 2021,Oct 2021
Transactional installation and sync of extensions on-premises,Transactional installation and sync of extensions on-premises,<h2>Business Value</h2> <p>Usually installing and synchronizing extensions are performed as two distinct operations. To enable force synchronization in online environments install and sync can now also be performed as one transactional operation per database available for PowerShell scripts on-premises.Feature details</p><h2>Feature details</h2> <p>As a prerequisite for force sync support of extensions in online environments the ability to install and sync extensions as one transaction per database has been added. This capability is also available on-premises so that you can choose to only install extensions that can also synchronize for example.See alsoAdministration of Business Central On-Premises (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/transactional-installing-syncing-extensions-on-premise,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/transactional-installing-syncing-extensions-on-premise,,,Aug 2021,Oct 2021
Governance and administration,Governance and administration,Governance and administration,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/planned-features,,,,,null,null
Manage access to environments using Azure Active Directory groups,Manage access to environments using Azure Active Directory groups,<h2>Business Value</h2> <p>Use Azure Active Directory groups to manage access to Dynamics 365 Business Central environments.Feature details</p><h2>Feature details</h2> <p>You can use Azure Active Directory (Azure AD) groups to grant access to environments.In the Business Central admin center you can associate an Azure AD group with an environment. Members of that Azure AD group will be synchronized to Business Central and granted access to that environment.Main benefits will be:Users can only see the environments that they have access to.Only the users in the associated group are imported to the environment.Thank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/manage-access-environments-using-azure-active-directory-groups,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/manage-access-environments-using-azure-active-directory-groups,,,-,Oct 2021
Admins can handle scheduled tasks after a point-in-time restore,Admins can handle scheduled tasks after a point-in-time restore,<h2>Business Value</h2> <p>After a point-in-time restore the tenant admin can sign in and decide which restored scheduled tasks to re-enable or cancel if no longer relevant.Feature details</p><h2>Feature details</h2> <p>After a point-in-time restore or copy to a sandbox all restored scheduled tasks in the tenant are paused. With this new feature the internal admin can sign in and see which scheduled tasks are paused and make a decision about re-enabling or canceling them depending on the purpose of each task.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.See alsoUse Job Queues to Schedule Tasks (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/admins-handle-scheduled-tasks-after-point-in-time-restore,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/admins-handle-scheduled-tasks-after-point-in-time-restore,,,Sep 2021,Oct 2021
Copying environments of different types,Copying environments of different types,<h2>Feature details</h2> <p>At the different stages of implementation testing support and maintenance of a Business Central instance Business Central online provides administrators with more flexibility when working with multiple online environments.In earlier versions the Business Central admin center would only allow you to copy a production environment into a sandbox environment.In this release wave we are adding support for copying the environments within and across different environment types:Production to ProductionSandbox to SandboxSandbox to ProductionThank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/copying-environments-different-types,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/copying-environments-different-types,,,Sep 2021,Oct 2021
Operations log enhancements,Operations log enhancements,<h2>Feature details</h2> <p>The Operations log in the Business Central admin center provides an overview of the admin operations in the relevant Business Central online environments such as restoring renaming installing and uninstalling apps exporting databases and moving environments between different Azure Active Directory (Azure AD) tenants.In this release wave we're adding more operation logs to this view. Administrators will be able to see the following new operations:Environment createdEnvironment deletedEnvironment copiedEnvironment properties updatedThe administrators will also be able to truncate the log to remove old operations that are no longer relevant.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/operations-log-enhancements,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/operations-log-enhancements,,,Sep 2021,Oct 2021
Restarting environments,Restarting environments,<h2>Feature details</h2> <p>In some specific circumstances as a troubleshooting step administrators might have to restart a particular Business Central environment to resume its normal operation. In this release wave we're adding the option to restart an environment in the Business Central admin center.Thank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/restarting-environments,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/restarting-environments,,,Sep 2021,Oct 2021
Microsoft Power Platform,Microsoft Power Platform,Microsoft Power Platform,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/planned-features,,,,,null,null
Show reports from named and shared Power BI workspaces in Business Central,Show reports from named and shared Power BI workspaces in Business Central,<h2>Business Value</h2> <p>Flexibility in your work and your workspace is essential and this also applies to data analysis and business intelligence. With that in mind Power BI had introduced named and shared workspaces but in Business Central you were only able to use the default workspace and the ones provided by Business Central. Now you can embed reports from any of your personal or shared Power BI workspaces into Business Central.Feature details</p><h2>Feature details</h2> <p>With this feature when selecting which Power BI reports to show in Business Central Power BI returns the list of workspaces you have access to and the reports in the workspaces. (The permissions you have in Business Central still apply.) You can then choose one of the reports and have it embedded in Business Central.If you have a report in a shared team or organization-wide workspace it can now also be embedded in Business Central.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.Thank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/show-reports-named-shared-power-bi-workspaces-business-central,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/show-reports-named-shared-power-bi-workspaces-business-central,,,Sep 2021,Oct 2021
Modern clients,Modern clients,Modern clients,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/planned-features,,,,,null,null
Unhindered data entry across rows,Unhindered data entry across rows,<h2>Business Value</h2> <p>Accelerate repetitive data entry through a reliable and predictable editing experience. Never lose a keystroke when correcting data across cells or when filling out data column by column but still benefit from business rules that validate your input.Feature details</p><h2>Feature details</h2> <p>When you type data in any editable list the Business Central web client no longer pauses while it processes the previously modified row.While this feature already provides a more responsive experience in itself data entry becomes even more efficient when combined with the F8 key to copy the value of the cell above and other keyboard shortcuts for actions like the F9 key to post a journal.As a partner you can start previewing this feature through Microsoft Collaborate as soon as October 2021.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/unhindered-data-entry-across-rows,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/unhindered-data-entry-across-rows,,,Oct 2021,-
Performance improvements to the Business Central web client,Performance improvements to the Business Central web client,<h2>Business Value</h2> <p>Users benefit from improved responsiveness when interacting with the user interface of the web client.Feature details</p><h2>Feature details</h2> <p>The 2021 release wave 2 includes various performance optimizations that benefit not only the Business Central web client but other clients as well. These optimizations result in faster-opening pages more efficient resource usage on client devices and more.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/performance-improvements-business-central-web-client,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/performance-improvements-business-central-web-client,,,Aug 2021,Oct 2021
Usability improvements to the Business Central web client,Usability improvements to the Business Central web client,<h2>Business Value</h2> <p>With a growing and diverse workforce learning to use the web client (and using it to complete business tasks quickly and reliably) we are continuing to optimize the client for improved usability.Feature details</p><h2>Feature details</h2> <p>When vertical screen space is reduced the header along the top of the client automatically resizes to a compact 8 pixel height freeing up more space for data on the screen. This improvement is available only for Business Central online.Data entry and navigation improvementsAfter October 2021 we'll be addressing user feedback that covers various aspects of the user interface such as:Better indication of noneditable cells in lists.More reliable multiple-row selection on lists.Consistent user interaction for navigating submenus in the action and navigation bars.Consistent lookup and dropdown behavior on fields.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/usability-improvements-business-central-web-client,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/usability-improvements-business-central-web-client,,,Aug 2021,Oct 2021
Discovering reports and administration areas in Role Explorer,Discovering reports and administration areas in Role Explorer,<h2>Business Value</h2> <p>With the addition of Role Explorer in a previous Business Central release wave we made it extremely easy to browse search and simply explore pages within or outside of your role. Now you can narrow the exploration to reports and data analysis areas only which can help you discover information crucial for your business decisions. In the same way you can narrow the exploration to just administrative tasks which can help when you're setting up or configuring the system.Feature details</p><h2>Feature details</h2> <p>The Role Explorer window features new easy-to-discover actions that let you filter Role Explorer to show only reports or only administration areas. You can always switch back to get an overview of all pages again.This feature works seamlessly whether you are exploring your role or all roles using the Find option or expanding and collapsing content in the window. In short it's smooth easy and ready to use.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/discovering-reports-administration-areas-role-explorer,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/discovering-reports-administration-areas-role-explorer,,,Sep 2021,Oct 2021
Support for localized decimal separator on numeric keypads,Support for localized decimal separator on numeric keypads,<h2>Business Value</h2> <p>Business Central empowers users to work efficiently and save time when entering data in the web client. With support for different decimal separators on numeric keypads a favorite among business accountants currency amounts and other decimals can be typed quicker and more reliably.Feature details</p><h2>Feature details</h2> <p>The 2021 release wave 2 adds support for the localization of the decimal and thousands separator key (typically a period or comma character) when entering numeric values in fields. Previously on most non-US keyboards using the &quot;.&quot; or &quot;&quot; as a thousandths or decimal separator from the keyboard's numeric keypad didn't result in the correct separator in the Business Central web client. For example a value of 123456 got entered as 123.456. With this release this is no longer a problem.Tell us what you thinkHelp us improve Dynamics 365 Business Central by discussing ideas providing suggestions and giving feedback. Use the forum at https://aka.ms/bcideas.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/support-localized-decimal-separator-numeric-keypads,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/support-localized-decimal-separator-numeric-keypads,,,Dec 2021,Feb 2022
Service and platform,Service and platform,Service and platform,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/planned-features,,,,,null,null
OData read-only intent,OData read-only intent,<h2>Business Value</h2> <p>Integrations that query data using OData can indicate a read-only intent to read data from a secondary database replica.Feature details</p><h2>Feature details</h2> <p>Integrations that consume data from Business Central can indicate a read-only intent to use the read-only database replica. This will offload read-only queries from the primary database.Replicas are always in the transactionally consistent state but at different points in time there may be some small latency between different replicas.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/odata-read-only-intent,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/odata-read-only-intent,,,-,Oct 2021
Protect the Business Central Server against excessive background sessions for an environment,Protect the Business Central Server against excessive background sessions for an environment,<h2>Business Value</h2> <p>Having a system protection limit on the creation of sessions started from AL code will make the Business Central Server and service more stable. Cases where one environment starts a lot of sessions won't affect the stability of other environments running on the same server (or even the environment that started the sessions).Feature details</p><h2>Feature details</h2> <p>The Business Central Server can process multiple background sessions simultaneously. Similar to child sessions the Business Central Server is protected against an excessive number of background sessions for an environment. Excess background sessions can be sent to a queue for processing when a time slot becomes available. To control the background sessions the Business Central Server now includes the following configuration settings which are set on a per-environment basis:The maximum number of background sessions that the server instance can actively process at the same time.The maximum number of background sessions that can be waiting in the queue for processing.The maximum amount of time that background sessions will wait in the queue for processing.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/protect-business-central-server-against-excessive-background-sessions-environment,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/smb/dynamics365-business-central/protect-business-central-server-against-excessive-background-sessions-environment,,,Oct 2021,Oct 2021
Connected Store,Connected Store,Connected Store,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,null,null
Dynamics 365 Connected Store,Dynamics 365 Connected Store,Dynamics 365 Connected Store,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/,,,,,null,null
Store analytics,Store analytics,Store analytics,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/planned-features,,,,,null,null
Display effectiveness analytics,Display effectiveness analytics,<h2>Business Value</h2> <p>Enables business decision makers to:Determine and measure the effectiveness of displays/promotions within the store.Do A/B testing to find the best location to place products by measuring engagement.Feature details</p><h2>Feature details</h2> <p>The display effectiveness analytics feature provides insights around the display/promotion effectiveness of various display zones (configured by the store manager) and their performance relative to each other.This feature helps the store manager determine the effectiveness of displays by answering questions such as:How many people visited the display?How long on average did visitors dwell?From what direction (side of display zone) did visitors enter/exit the display zone?Which are the most and least busy displays?Which are the most and least engaging displays?Display engagement trends</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/display-effectiveness-analytics,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/display-effectiveness-analytics,,,Jul 2021,Nov 2021
Queue management analytics,Queue management analytics,<h2>Business Value</h2> <p>Enables business decision makers to:Determine cashier queue lengths and wait timesMake informed decisions on employee shift managementHelp improve customer experience by reducing wait timesImprove revenues by minimizing queue abandonmentFeature details</p><h2>Feature details</h2> <p>The queue management analytics feature includes insights around queue lengths and wait times (configured by the store manager) and their performance relative to each other.Queue management includes insights that help you do the following:Identify the longest and shortest queue length.Identify the slowest and fastest queue times with respect to the average queue time for all queues.Visualize queue length and queue time trends for the longest and slowest queues.Sort through a list of all store queues configured for insights according to queue name longest and shortest queue values and fastest and slowest queue times for the selected time range.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/queue-management-analytics,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/queue-management-analytics,,,Jul 2021,Nov 2021
Shopper analytics,Shopper analytics,<h2>Business Value</h2> <p>Enables business decision makers to plan for shift management and inventory based on foot traffic patterns.Feature details</p><h2>Feature details</h2> <p>Shopper analytics (previously called &quot;store traffic analytics&quot;) includes out-of-the box AI models and insights related to entry trends patterns changes anomalies at store entries/exits and over capacity determined by configurable thresholds. The easy-to-use dashboards also enable you to explore how many people visited the store during a given timeframe categorized by entrance with drill-down capabilities. Using these features business decision makers will be able to plan for shift management and inventory based on foot traffic patterns at various locations in a store.The following are some of the key insights provided by this feature:Store entriesBusiest dayLeast-busy dayBusiest entranceLeast-busy entranceOver-capacity indicatorsFoot traffic trends</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/shopper-analytics,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/connected-store/dynamics365-connected-store/shopper-analytics,,,Jul 2021,Nov 2021
Guides,Guides,Guides,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,null,null
Dynamics 365 Guides,Dynamics 365 Guides,Dynamics 365 Guides,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/guides/dynamics365-guides/,,,,,null,null
default,default,default,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/guides/dynamics365-guides/planned-features,,,,,null,null
