NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult,PublicPreview,GeneralAvailability,BusinessValue,FeatureDetails,ParentNodeName
Use Excel to design layouts for reports,Use Excel to design layouts for reports,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/smb/dynamics365-business-central/users-use-excel-design-layouts-reports,,,Apr 2022,Apr 2022,Users can now use Excel to create and edit layouts for reports.,Excel layouts work the same way as Word and RDLC layouts in that they can be edited and saved back again into Business Central.  With Excel layouts for Business Central reports users can now create and edit report layouts simply by using the full palette of capabilities in Excel such as sliders diagrams charts and pivot tables.  To create an Excel layout from scratch open the report request page and then run the report with the option Excel document (data only). The report generates an Excel file with sample data and the fields that are available in the report definition. Then you add your layout to additional tabs in the Excel file. To test the layout simply import it as a custom layout in Business Central. After the system has validated that the layout is valid for use you can now go to the request page and run the report with your new layout.,BC
Service and platform,Service and platform,Service and platform,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/smb/dynamics365-business-central/planned-features,,,,,,,BC
Performance  partners can get database insights through virtual tables and in-client pages,Performance  partners can get database insights through virtual tables and in-client pages,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/smb/dynamics365-business-central/performance-partners-get-database-insights-through-virtual-tables-in-client-pages,,,Apr 2022,Apr 2022,Developers and administrators can get insights into database performance.,The database for a Business Central environment makes performance counters and information about SQL queries available through Dynamic Management Views (DMVs). It requires direct database access to be able to obtain this information and for Business Central online environments this is not possible due to security restrictions. With this capability the Business Central platform will make data from a subset of these DMVs available as virtual tables so that the data can be accessed from AL code. We will also add pages on top of the tables to make it easy to get the data without having to write code.,BC
Telemetry  error dialogs are logged to telemetry,Telemetry  error dialogs are logged to telemetry,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/smb/dynamics365-business-central/telemetry-error-dialogs-are-logged-telemetry,,,Apr 2022,Apr 2022,When a user gets an error dialog it is logged to telemetry. Partners can get insights into which errors users get in their setup and help users get unblocked.,If an error message is shown to the user the Business Central server will log calls to the ERROR method to partner telemetry.  Using telemetry partners can get insights into which AL code paths trigger error situations for users.  Partners or tenant administrators can also set up alerts in Azure Monitor to get notified if many users experience errors.,BC
Telemetry  the action of enabling detailed telemetry is logged to telemetry,Telemetry  the action of enabling detailed telemetry is logged to telemetry,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/smb/dynamics365-business-central/telemetry-action-enabling-detailed-telemetry-logged-telemetry,,,Apr 2022,Apr 2022,Partners can get easier troubleshooting for a session that has enabled detailed telemetry.,When a user enables detailed telemetry from the Help and Support page the action is also logged to telemetry. A follow-up event is logged when the session leaves detailed logging.  This will make troubleshooting much easier for a support employee because it will be easy to identify the session that had detailed logging enabled.,BC
Telemetry  when a database deadlock occurs it is logged to telemetry,Telemetry  when a database deadlock occurs it is logged to telemetry,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/smb/dynamics365-business-central/telemetry-when-database-deadlock-occurs-this-logged-telemetry,,,Apr 2022,Apr 2022,Partners can get insights into database deadlocks in an environment and help users be unblocked.,If a database deadlock occurs the Business Central server will log an event to partner telemetry.  Using telemetry partners can get insights into which AL code paths trigger database deadlock situations for users.  Partners or tenant administrators can also set up alerts in Azure Monitor to get notified if many users experience these types of errors.,BC
Telemetry  support engineers can now see user IDs in telemetry,Telemetry  support engineers can now see user IDs in telemetry,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/smb/dynamics365-business-central/telemetry-support-engineers-now-see-user-ids-telemetry,,,Apr 2022,Apr 2022,A support engineer can now easily find data in telemetry for a given user. This makes troubleshooting much easier.,The Business Central platform will emit a pseudo user ID to telemetry. This will allow a troubleshooter to identify which data in telemetry corresponds to a given user.  The pseudo user ID is a new field on the User Card. To support good privacy practices it is possible to rotate the pseudo user ID to remove the link from a user to the entries in telemetry.,BC
Customer Insights,Customer Insights,Customer Insights,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/,,,,,,,Other
Dynamics 365 Customer Insights,Dynamics 365 Customer Insights,Dynamics 365 Customer Insights,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/,,,,,,,Other
Activities,Activities,Activities,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/planned-features,,,,,,,Other
Expand semantic type support for activities and entities,Expand semantic type support for activities and entities,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/expand-semantic-type-support-activities-entities,,,Sep 2022,-,Capture meaningful attributes from your data by mapping it to predefined activity and entity schemas. You can use this data in prediction models segments and measures.,Map your data to more semantic types for activities and entities. It helps you enable insights such as out-of-the-box prediction models segments and measure templates. By mapping data to schemas of semantic types you can configure models segments and measures with attributes defined in the semantic type schemas they use.,Other
B2B,B2B,B2B,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/planned-features,,,,,,,Other
Accelerate sales through intent data and account prospecting,Accelerate sales through intent data and account prospecting,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/accelerate-sales-through-intent-data-account-prospecting,,,Sep 2022,-,Focus your activities on the right B2B account.,This feature builds on partnerships with third-party data providers to purchase intent data and tailor your messaging to your audience at the right time. It provides a mechanism to match contacts with accounts if a relationship doesnt already exist. Through probabilistic matching anonymous profile matching and B2C and B2B data matching the feature helps to provide proper account context and insights for better decision-making.,Other
Provide templates and libraries of industry standard metrics,Provide templates and libraries of industry standard metrics,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/provide-templates-libraries-industry-standard-metrics,,,Sep 2022,-,Use templates and libraries of industry-specific standard metrics to get business value right away.,This feature introduces a set of identified industry-specific standard metrics that are readily available in Customer Insights. No prior knowledge is required to use the templates. We identify the metrics based on close collaboration and input from sources in the industries and additional market research.,Other
Consent management,Consent management,Consent management,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/planned-features,,,,,,,Other
Import consent data almost in real time,Import consent data almost in real time,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/import-consent-data-almost-real-time,,,Sep 2022,-,This feature enables you to integrate your consent management platform with Dynamics 365 Customer Insights.,Consent management adds support for the integration of consent data almost in real time. It helps to ensure that consent permissions and preferences of your customers are honored during real-time personalization scenarios in Customer Insights Microsoft's customer data platform.,Other
Enrichment,Enrichment,Enrichment,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/planned-features,,,,,,,Other
Enrich your customer data safely with safe data collaboration,Enrich your customer data safely with safe data collaboration,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/enrich-customer-data-safely-safe-data-collaboration,,,Sep 2022,-,Protect your customer data by sharing it with your enrichment data provider in a privacy safe-and-secure way.,Leverage our safe data collaboration capability to share and enrich your customer data. Safe data collaboration puts you in control of your data with privacy-enabled workflows to join and enrich your data with other datasets.,Other
Intelligence,Intelligence,Intelligence,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/planned-features,,,,,,,Other
Provide automated transaction churn out-of-the-box model,Provide automated transaction churn out-of-the-box model,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/customer-insights/provide-automated-transaction-churn-out-of-the-box-model,,,Sep 2022,-,You receive proactive automated business insights through the transaction churn AI model.,You can get immediate value from Dynamics 365 Customer Insights after you have imported your data. Receive automated business insights through an out-of-the-box transaction churn AI model with no manual configuration requirement. This feature shows a model result preview for your review and the option to change the parameters.,Other
Supply Chain Insights,Supply Chain Insights,Supply Chain Insights,,,,,,,,,,,,,Supply Chain Insights
Supply Chain Insights,Supply Chain Insights,Supply Chain Insights,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/,,,,,,,Supply Chain Insights
Dynamics 365 Supply Chain Insights,Dynamics 365 Supply Chain Insights,Dynamics 365 Supply Chain Insights,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/supply-chain-insights/,,,,,,,Supply Chain Insights
Dynamics 365 Supply Chain Insights Feature,Dynamics 365 Supply Chain Insights Feature,Dynamics 365 Supply Chain Insights Feature,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/supply-chain-insights/planned-features,,,,,,,Supply Chain Insights
Embedded Supply Chain Management experiences,Embedded Supply Chain Management experiences,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/supply-chain-insights/embedded-supply-chain-management-experiences,,,Nov 2021,Apr 2022,This feature will significantly enhance the effectiveness of Dynamics 365 Supply Chain Management users. Supply chain risks can be found by using data from suppliers and purchase orders (POs). With this information supply managers can adapt POs and create orders based on risk assessments from Dynamics 365 Supply Chain Insights.,A supply manager can natively view the supply chain map digital twin and other risk signals inside Supply Chain Management without having to leave their Supply Chain Management instance. This functionality will significantly enhance the effectiveness of Supply Chain Management users by leveraging the data from suppliers and POs to find supply chain risks. Supply managers can therefore be more agile by adapting POs and creating orders based on risk assessments from Supply Chain Insights.,Supply Chain Insights
Try smart case manager,Try smart case manager,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/supply-chain-insights/smart-case-manager,,,Nov 2021,Apr 2022,Users can get recommendations on the next best actions that align with best practices to avoid loss of revenue and delayed materials. All actions and resolutions will be encapsulated in a case including the details of the disruptive event.,From many areas within Dynamics 365 Supply Chain Insights including Teams analytics digital twin and more a user will be able to capture the information from Supply Chain Insights into a case. The case can then recommend what is the next best action while also pulling in the relevant stakeholders to encapsulate the final agreement on how to manage the disruption.,Supply Chain Insights
Use AI-driven surveys in Dynamics 365 Supply Chain Insights,Use AI-driven surveys in Dynamics 365 Supply Chain Insights,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/supply-chain-insights/ai-driven-survey,,,Nov 2021,Apr 2022,Participants will get direct feedback from one or many suppliers regarding a potential disruption and the potential impact to the supply chain.,Companies using Dynamics 365 Supply Chain Insights will be able to create survey templates and enable AI to assess survey and understand the potential impact of a tier 1 participant.,Supply Chain Insights
Use what-if analysis in Dynamics 365 Supply Chain Insights,Use what-if analysis in Dynamics 365 Supply Chain Insights,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/supply-chain-insights/what-if-analysis,,,Nov 2021,Apr 2022,Users can identify vulnerabilities in their supply chain and create alternate supply chain scenarios to ensure that they continuously meet the needs of the business.,Users will be able to leverage the digital twin to understand vulnerabilities and begin to input variable data regarding nodes in their supply chain. They will be able to better understand capability constraints and create digital twin replicas with alternate suppliers. This functionality also includes an overall supply chain health score.,Supply Chain Insights
Guides,Guides,Guides,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/,,,,,,,CE
Dynamics 365 Guides,Dynamics 365 Guides,Dynamics 365 Guides,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/guides/dynamics365-guides/,,,,,,,CE
Dynamics 365 Guides Feature,Dynamics 365 Guides Feature,Dynamics 365 Guides Feature,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/guides/dynamics365-guides/planned-features,,,,,,,CE
Support for mobile devices,Support for mobile devices,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/guides/dynamics365-guides/support-mobile-devices,,,Jul 2022,-,Customers have use cases that would benefit from deploying Dynamics 365 Guides to mobile devices. Being able to review guide content on mobile will make Dynamics 365 Guides more versatile enabling customers to address more scenarios for more people in their organizations.,Customers will be able to review their content (instruction text pictures videos and 3D models) directly on their mobile devices. On a mobile device content will look a lot like it does in the PC app. Mobile device content cannot be anchored to the real world.,CE
Grant guide access to third parties,Grant guide access to third parties,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/guides/dynamics365-guides/grant-guide-access-third-parties,,,-,Apr 2022,This feature will enable admins to grant content access to partners or customers. This way content never leaves the customer's environment and access is strictly controlled. This simplifies workflows as duplication or migration of content isn't needed.,Customers willing to grant access to content in their own Microsoft Dataverse environment to third parties will be able to do so. For example partners will be able to create content directly in their customers' environments.,CE
Remote Assist,Remote Assist,Remote Assist,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/,,,,,,,CE
Dynamics 365 Remote Assist,Dynamics 365 Remote Assist,Dynamics 365 Remote Assist,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/remote-assist/dynamics365-remote-assist/,,,,,,,CE
Dynamics 365 Remote Assist Feature,Dynamics 365 Remote Assist Feature,Dynamics 365 Remote Assist Feature,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/remote-assist/dynamics365-remote-assist/planned-features,,,,,,,CE
Enable a customer or vendor to join a one-time call,Enable a customer or vendor to join a one-time call,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/remote-assist/dynamics365-remote-assist/enable-customer-or-vendor-join-one-time-call,,,-,Apr 2022,Customers want an easy way to remotely assist B2B vendors and customers or B2C customers through a mixed-reality video call. For example a customer might want to remotely assist a vendor field engineer to resolve an issue or remotely assist a customer trying to repair an asset. Previously only vendors and customers with a Dynamics 365 Remote Assist license in the correct tenant could use Dynamics 365 Remote Assist. Now vendors and customers without a Dynamics 365 Remote Assist license can join a one-time call using Dynamics 365 Remote Assist mobile. This simplifies the deployment process required for customers to provide support through a Dynamics 365 Remote Assist call.,The one-time-call feature which had previously been released as a preview feature will now be available for general availability (GA).  This feature includes the following capabilities:  A customer support agent or field expert can create a one-time-call link.A vendor or customer can use the one-time-call link to download the Dynamics 365 Remote Assist mobile app and join the call.All call participants can view and create mixed-reality annotations.    See also    Vendors and customers use full Dynamics 365 Remote Assist capabilities (docs),CE
Support for screen sharing in the mobile app,Support for screen sharing in the mobile app,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/remote-assist/dynamics365-remote-assist/support-screen-sharing-mobile-app,,,-,Apr 2022,The ability for mobile users to share their mobile device screen will enable them to collaborate on a document that's been shared with them and opened locally on their mobile device. This enhanced collaboration with remote experts can speed up problem resolution.,Sharing a mobile device screen is particularly useful when a document has been sent to a technician and is opened locally on their device. The technician and remote expert can then collaborate by sharing the same view of the document.,CE
Microsoft cloud for industry solutions,Microsoft cloud for industry solutions,Microsoft cloud for industry solutions,,,,,,,,,,,,,Microsoft cloud for industry solutions
Microsoft cloud for industry solutions,Microsoft cloud for industry solutions,Microsoft cloud for industry solutions,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/,,,,,,,Microsoft cloud for industry solutions
Microsoft Cloud for Healthcare,Microsoft Cloud for Healthcare,Microsoft Cloud for Healthcare,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/healthcare/,,,,,,,Microsoft cloud for industry solutions
Enhance patient engagement,Enhance patient engagement,Enhance patient engagement,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/healthcare/planned-features,,,,,,,Microsoft cloud for industry solutions
Patient view updates,Patient view updates,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/healthcare/patient-view-updates,,,Dec 7 2021,Apr 2022,Partners and customers will be able to use the patient view in their own solutions to find patient data for their users.,The patient view will be made available as a standalone component which partners can use in their own solutions. In addition the view's layout and design will be updated to include a more visual approach to medication and allergies.,Microsoft cloud for industry solutions
Expand healthcare solutions to payor and pharma verticals,Expand healthcare solutions to payor and pharma verticals,Expand healthcare solutions to payor and pharma verticals,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/healthcare/planned-features,,,,,,,Microsoft cloud for industry solutions
Payor data model support,Payor data model support,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/healthcare/payor-data-model-support,,,Apr 2022,-,The Microsoft healthcare data model will begin supporting payor business processes.,The Microsoft healthcare data model is the same foundation used by Microsoft Cloud for Healthcare model-driven apps and made available for Microsoft partners and Dataverse customers via Microsoft Cloud Solution Center.,Microsoft cloud for industry solutions
Decentralized clinical trials data model support,Decentralized clinical trials data model support,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/healthcare/decentralized-clinical-trials-data-model-support,,,Jun 2022,-,The Microsoft healthcare data model will begin supporting pharma and life sciences with an initial focus of supporting decentralized clinical trials.,The Microsoft healthcare data model is the same foundation used by Microsoft Cloud for Healthcare model-driven apps and made available for Microsoft partners and Dataverse customers via Microsoft Cloud Solution Center.,Microsoft cloud for industry solutions
Improve clinical and operational insights,Improve clinical and operational insights,Improve clinical and operational insights,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/healthcare/planned-features,,,,,,,Microsoft cloud for industry solutions
Enhanced data model,Enhanced data model,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/healthcare/enhanced-data-model,,,Feb 2022,Apr 2022,Microsoft's HL7 FHIR-based healthcare data model is being updated to address healthcare provider data model feedback.,The Microsoft healthcare data model is the same foundation used by Microsoft Cloud for Healthcare model-driven apps and made available for Microsoft partners and Dataverse customers via Microsoft Cloud Solution Center.,Microsoft cloud for industry solutions
Enhanced patient links,Enhanced patient links,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/healthcare/enhanced-patient-links,,,Feb 2022,Apr 2022,Users should be able to easily visualize data from linked patient records while reviewing one patient record in the tree.,Enhanced patient links surface linked patient data including observations encounters and other data.  Admins can enable patient links merge behavior. They can set link behavior to be none links only or links with rollup. When enabled admins can set linking with rollup to a maximum depth for user experience and performance optimization.,Microsoft cloud for industry solutions
Microsoft Cloud for Financial Services,Microsoft Cloud for Financial Services,Microsoft Cloud for Financial Services,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/financial-services/,,,,,,,Microsoft cloud for industry solutions
Data orchestration,Data orchestration,Data orchestration,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/financial-services/planned-features,,,,,,,Microsoft cloud for industry solutions
Data movement and transformation,Data movement and transformation,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/financial-services/data-movement-transformation,,,Jul 2022,Sep 2022,Data movement and transformation solutions allow banks to move their data quickly and efficiently into Microsoft Cloud for Financial Services and into the analytical layer. This decreases time-to-value for our customers in their onboarding into Microsoft Cloud for Financial Services and increases the versatility of any data onboarded to cloud services from Microsoft.,Core banking connectors: Connector to core banking system provider to acquire data on accounts balances and transactions moving into Dataverse and analytical layers in Azure conforming to the Retail banking data model.Analytical data transformation: Transformation templates allow you to easily perform analytics on top of data from Microsoft Cloud for Financial Services in Azure Synapse Analytics and Power BI.,Microsoft cloud for industry solutions
Financial services data models,Financial services data models,Financial services data models,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/financial-services/planned-features,,,,,,,Microsoft cloud for industry solutions
General insurance data model,General insurance data model,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/financial-services/general-insurance-data-model,,,Jul 2022,Sep 2022,A dedicated General insurance data model hosted in Microsoft Dataverse captures new dimensions such as policies coverages and claims linked to customers. To help insurers take advantage of the benefits of Microsoft Cloud for Financial Services quickly with their business model supported out of the box we're introducing extensions to Common Data Model that are customized for insurance scenarios. These changes will accelerate time to value for financial institution solutions by ensuring that data structure and measures available out of the box are consistent and relevant for insurance business processes.,Policy coverage claims schema: Policies coverages and claims are critical entities that are specific to insurance distributors and underwriters. We're providing relevant tables to help property and casualty insurers take advantage of Microsoft Cloud for Financial Services with their business model supported out of the box. The new tables in the data model will cover insurance-related items: policies coverages and claims.Claims filing schema: We're introducing entities to Common Data Model allowing representation of claim flows to cover the claim filing process for insurers. The new attributes in the data model will support entities for the claim filing process and will include the claim submission table and related relationships to customer and policy.,Microsoft cloud for industry solutions
Wealth management data model,Wealth management data model,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/financial-services/wealth-management-data-model,,,Jul 2022,Sep 2022,A dedicated Wealth management data model hosted in Microsoft Dataverse captures new dimensions such as financial goals and investment instruments linked to customer portfolios. To help wealth managers take advantage of the benefits of Microsoft Cloud for Financial Services quickly with their business model supported out of the box we're introducing extensions to Common Data Model and the Retail banking data model that are customized for wealth management scenarios. These changes will accelerate time to value for financial institution solutions by ensuring that data structure and measures available out of the box are consistent and relevant for wealth management business processes.,Financial goals schema: Financial goals assessment and tracking are critical elements of financial advice in order to assess suitability and structure investment portfolios. We're providing the ability to track and capture financial goals values and time horizons as part of the wealth management domain of the Financial services data model.Investment instruments schema: Understanding the constituents of investment portfolios is critical for wealth managers to serve their customers. We're adding the ability to capture investment instruments (securities funds or cash) as part of the wealth domain of the financial services data model.,Microsoft cloud for industry solutions
Retail banking,Retail banking,Retail banking,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/financial-services/planned-features,,,,,,,Microsoft cloud for industry solutions
Customer onboarding enhancements,Customer onboarding enhancements,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/financial-services/customer-onboarding-enhancements,,,Jul 2022,Sep 2022,When applying for new services whether loans accounts or credit lines applicants usually reach out to the bank via the official website or mobile application as a first step to explore available options and evaluate their fit. Ensuring that these applications are streamlined and immediately serviced is key to ensuring customers dont turn to another bank.,With Customer onboarding we seek to offer self-service tools and productivity enhancing services to help banks accelerate and automate the application process with a focus on lending. Tools and services are easily extensible and customizable to meet each banks unique needs and requirements.  Loan tracker enhancements: We're introducing enhancements to Loan tracker based on customer feedback.Loan application sample portal enhancements: The sample portals main goal is to demonstrate the end-to-end loan application flow from the applicant side serving as an example for banks. In this release banks will be able to leverage SDK and UI components to develop and improve their existing end user experience including improvements that streamline the gathering of financial information.,Microsoft cloud for industry solutions
Unified customer profile for retail banking enhancements,Unified customer profile for retail banking enhancements,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/financial-services/unified-customer-profile-retail-banking-enhancements,,,Jul 2022,Sep 2022,With changing customer expectations retail banks are constantly required to enhance their customer experience and to meet the customers where they are while maintaining a personalized experience and efficient professional service. We're enhancing Unified customer profile to allow relationship managers to gain a more thorough view of the customer to reach better outcomes through personalized experience facilitation of cross-sell and upsell and increase customer retention and loyalty.,Unified customer profile app enhancements: We're introducing enhancements to Unified customer profile based on customer feedback.Unified timeline: A new component that allows the agent to review all recent engagements with the customer as well as planned ones (including upcoming loan onboarding appointments linked to Banking customer engagement). The timeline helps agents see all customer interaction history across channels personnel and the support lifecycle. The timeline is used across Dynamics 365 applications to capture activities like notes appointments emails tasks and more to ensure that all interactions with the customer are tracked and visible over time. Agents use the timeline to quickly catch up on all the latest activity details with the customer to provide the most personalized support experience.Key customer measures: A new component that presents measures based on customer insights within Unified customer profile. This will empower banking agents to see calculated measures for each of their customers based on information unified within Dynamics 365 Customer Insights.,Microsoft cloud for industry solutions
Microsoft Cloud for Nonprofit,Microsoft Cloud for Nonprofit,Microsoft Cloud for Nonprofit,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/nonprofit/,,,,,,,Microsoft cloud for industry solutions
Deliver effective programming,Deliver effective programming,Deliver effective programming,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/nonprofit/planned-features,,,,,,,Microsoft cloud for industry solutions
Program impact dashboard enhancements,Program impact dashboard enhancements,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/nonprofit/program-impact-dashboard-enhancements,,,-,May 2022,Nonprofit organizations need tools to help them evaluate the impact of their programs. The Program impact dashboard provides a holistic view of your programs including revenue budgets donations and impact for each program. You can monitor goals and deep dive into program metrics.,Enhancements to the Program impact dashboard introduced in Microsoft Cloud for Nonprofit's November 1 2021 release will benefit nonprofit program and fundraising staff by empowering these users to more easily measure overall program success individualized program results and impact and report back to donors on specific impacts their donations have delivered.,Microsoft cloud for industry solutions
Know your donors and supporters,Know your donors and supporters,Know your donors and supporters,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/nonprofit/planned-features,,,,,,,Microsoft cloud for industry solutions
Automated Azure post-deployment configuration for Fundraising and Engagement,Automated Azure post-deployment configuration for Fundraising and Engagement,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/nonprofit/automated-azure-post-deployment-configuration-fundraising-engagement,,,-,May 2022,Nonprofit database administrators and implementation partners need a simpler way to deploy Fundraising and Engagement.,Fundraising and Engagement in Microsoft Cloud for Nonprofit is dependent on the following features and products:  Common Data Model for NonprofitsDynamics 365 Sales EnterpriseMicrosoft Power PlatformAzure  Azure is the critical infrastructure and foundation of Fundraising and Engagement. We leverage Azure infrastructure to process donations set up and execute recurring donation logic and calculate data and analytics that are viewed by users in the CRM user interface. In this release we've listened to feedback from nonprofit database administrators and implementation partners to simplify and automate the required deployment of Azure in the same environment as the required Dynamics 365 tenant.  Now citizen database administrators with little to no Azure experience will be able to deploy Fundraising and Engagement with a few simple clicks and a guided user workflow.,Microsoft cloud for industry solutions
New Getting started experiences,New Getting started experiences,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/nonprofit/new-getting-started-experiences,,,-,May 2022,Getting started experiences provide in-application guidance and help to nonprofit users making it easier to adopt new systems optimize workflows and troubleshoot on the spot.,Microsoft Cloud for Nonprofit is powered by Dynamics 365 Microsoft Power Platform Azure and Modern work and exists to help nonprofit organizations to empower scalable and transformative mission impact. The following products are part of Microsoft Cloud for Nonprofit today:  Fundraising and Engagement: A constituent and donation management solution powered by Dynamics 365 Power Platform and Azure.Volunteer Management: Equip volunteer managers with the tools they need to simplify volunteer recruiting onboarding retention and reporting. Powered by Power Platform.Volunteer Engagement: Empower volunteers to discover register for and participate in nonprofit engagement opportunities. Help volunteers connect more easily with nonprofit volunteer coordinators and have a delightful volunteer experience. A Power Apps portal application.  We're introducing Getting started experiences for all products that make up Microsoft Cloud for Nonprofit. New and returning users who want to discover new feature and product information leverage training materials find out more about a workflow or a feature or connect with other users or Microsoft staff will navigate to Getting started for the latest product information.,Microsoft cloud for industry solutions
Payment processing enhancements,Payment processing enhancements,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/nonprofit/payment-processing-enhancements,,,-,May 2022,Microsoft Cloud for Nonprofit's Fundraising and Engagement product includes donation and transaction management as one of its core value drivers.,In this release we have strengthened the architecture between Dynamics 365 and Azure that allow nonprofit organizations to process donations in real time on their busiest fundraising days. One-time donations recurring donations payment schedules and pledges are now more secure and reliable for all nonprofits.,Microsoft cloud for industry solutions
Microsoft Cloud for Sustainability,Microsoft Cloud for Sustainability,Microsoft Cloud for Sustainability,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/sustainability/,,,,,,,Microsoft cloud for industry solutions
Record,Record,Record,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/industry-clouds/sustainability/planned-features,,,,,,,Microsoft cloud for industry solutions
