Product,Category,SubCategory,FeatureType,FeatureTitle,BusinessValue,FeatureDetails,ReleaseWave,PublicPreview,DateAvailable,ImpactLevel,BusinessAndProfessionalServices,FoodAndBeverage,Retail,CPG,Government,FinancialServices,LifeSciences,NonProfit,Gaming,HealthCare,Industrials,RealEstate,Technology
FS,Dynamics 365 Supply Chain Management,Inventory and logistics,,Warehouse Management mobile app step instructions,Ramping up new or temporary workers can be challenging because it takes time for them to learn how to perform new tasks. Furthermore even experienced warehouse workers can often feel uncomfortable when performing new tasks they have never done before. This feature helps workers ramp up faster on new tasks by providing configurable instructions for each step and focusing workers' attention on the most important fields as they work through a flow.,Create and display custom instructions for each step of each task flow that you set up for the Warehouse Management mobile app. When provided with well-written instructions your warehouse workers will be able to start using new flows right away with no prior training. You can choose which field values to display for each step and you can highlight the most important of them which helps workers focus their attention on the most important fields as they work through a flow. With this feature organizations can:  Ramp up workers faster by letting them follow simple instructions for each task step. Each step of a flow provides instructions that allow front-line workers to understand the task.Provide instructions that match your own processes. Write your own instructions to match your own business and warehouse processes. You can make the terminology fit your physical space local abbreviations and so on.Increase productivity by highlighting the most important parts of each step. Choose which fields and information should be highlighted for each step to help focus workers' attention (first available in version 10.0.23).    See also    Customize step titles and instructions for the Warehouse Management mobile app (docs),2021 Wave 2,Aug 2 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Supply Chain Management,Inventory and logistics,,Deduction and catch-weight enhancements for rebate management,Keeping track of rebate and royalty programs and calculating them accurately can quickly become time consuming and tedious without the right tools. In addition to a central place to manage rebate agreements this feature provides organizations with a central place to view and process rebates. It helps to increase customer satisfaction by allowing customers to choose to receive a deduction right away rather than waiting for a rebate payout. In addition this feature enables businesses working with catch-weight products to incorporate catch-weight units into rebate calculations.,This feature enhances the Rebate management module for Dynamics 365 Supply Chain Management. It adds a central rebate workbench to help streamline rebate processing and it integrates with the deduction workbench to let you process rebates as customer deductions. For catch-weight items the feature also lets you set up rebate conditions based on the catch-weight unit.  This feature helps streamline the rebate process by adding the following elements to Supply Chain Management:  A new rebate workbench: The workbench lets you view and process all provisions rebates and write-off transactions in a central place rather than requiring you to open each rebate program separately. From the rebate workbench you can quickly access all provisions and rebate claims and process or purge the transactions.New Procurement category: This new category which has a payment type of Pay using account payable is added to the rebate management posting profile. You can use this category to create the target vendor invoice journal.Rebate management details for sales and purchase order lines: These new details enable you to view eligible rebates during the order entry process.Deduction workbench enhancements: This feature adds support for short payment scenarios by enabling users to transform rebates into a deduction.  The feature also provides rebate management support for catch-weight items by letting you specify a unit type of either Inventory unit or Catch weight for each rebate deal. The unit quantity can be based on a different unit type.  Please note the feature is available from 10.0.21    See also    Manage deductions using the deduction workbench (docs),2021 Wave 2,Aug 18 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Supply Chain Management,Inventory and logistics,,Work breaks and tracking updates for Landed cost,Businesses using the Landed cost module can automatically update estimated to actual arrival dates of imported goods based on existing putaway records in the system. This improves accuracy and reduces the need for manual data entry. It furthermore enhances goods-in-transit orders to enable warehouse managers to better manage warehouse work by leveraging functionality already available for purchase orders.,This feature enhances the Landed cost module for Supply Chain Management by adding two important new capabilities: tracking updates and work breaks. The tracking update feature enables the system to automatically update the date of arrival of imported goods based on existing records of warehouse putaway work. The work breaks feature enables businesses to gain more detailed control over putaway work for goods-in-transit orders by leveraging familiar functionality already available for purchase orders.  Tracking updates  This feature enables the Landed cost module to accurately record the date of arrival for imported goods. It works by automatically updating the actual completion date for each relevant activity tracking record to match the date at which the related goods are put away at your warehouse. The feature helps to ensure accurate arrival records without relying on manual data entry.  Because this feature works based on inventory transactions it can also make use of inventory arrival journals and therefore works with advanced warehouse management and the transportation management module.  Work breaks  Previously the goods-in-transit order receiving process didn't support warehouse work templates with header breaks. This feature adds that support to enable inventory transactions to be split during the goods-in-transit receiving process which provides the following benefits:  Warehouse managers can establish work break rules to split large putaway jobs into smaller ones based on item location stocking limits or other factors.Work break functionality correctly handles under- and over-deliveries and makes all appropriate adjustments to the underlying data.Workers can complete or cancel each work header independently.The system correctly handles canceled work for goods-in-transit orders including after an over-delivery transaction and after applying work breaks. The related goods-in-transit and purchase orders are also automatically updated as appropriate.    See also    Update tracking for put away (docs),2021 Wave 2,Aug 18 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Supply Chain Management,Inventory and logistics,,Park tasks in the Warehouse Management mobile app,Increase the efficiency of warehouse workers by allowing them to stop their current task to perform another more important one and then return to the original task without losing any information.,Workers using the Warehouse Management mobile app can temporarily pause the current task. They can then start and complete another important task before safely returning where they left off with the previous work.  For example a warehouse worker performing a sales picking flow might arrive at a specified location only to find that the required item is no longer present. Previously the only option would be to abandon the current pick flow and do an item inquiry to find out if more of that item is available at some other location. As a result the worker would lose their sales pick information and run the risk that another worker might grab and restart that same picking work thus creating inefficiencies. With this feature the worker can instead park the current task and go to a secondary flow (the item inquiry flow) to find a new location that contains the item replenish the location and then continue the sales pick work. This means that no information is lost and the warehouse pick work is more efficient.,2021 Wave 2,Oct 2021,Dec 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Supply Chain Management,Manufacturing,,Updates to manufacturing feature states with version 10.0.21,Turning on features by default helps customers stay current with the latest manufacturing capabilities of Supply Chain Management.,Manufacturing features enabled by default starting in version 10.0.21  The following features will be turned on by default but can still be manually disabled. The features are all targeted to become mandatory with 2022 release wave 1.  License plate for reporting as finished added to the Job Card DeviceImprovements to the Approve and Transfer jobs dialogs: Adds two new fields (Approval group and From date) to the Approve and Transfer jobs dialogs. These fields improve the overview of which jobs are going to be approved or transferred.Enable automatic generation of license plate number when reporting as finished in the job card device: Makes it possible to configure whether the license plate number should be automatically generated or entered manually when reporting as finished from the job card device.Enable partial receipt of subcontracted items and fix an issue with the calculation of scrap for BOM lines of type Vendor: Enables partial receipt of subcontracted items. Previously when reporting a partial quantity on a purchase order for a subcontracted service item the full quantity was updated on the related picking list journal on the production order. Now the correct partial received quantity is updated. This feature also fixes an issue with an incorrect updated scrap quantity when using BOM lines of type Vendor.A new Stop break button has been added to the Job Card Terminal page: Adds a new Stop break button which is needed when the parameter Lock employee is selected on the Configure Job Card Terminal page. When the Lock employee parameter is selected the Job Card Terminal page does not return to the sign-in page when a worker makes registrations (for example when a worker registers a break). With this configuration workers must select Stop break when returning from a break in order to continue the current job or register on any other activity.Print label from Job Card Device: Enables printing a label when reporting as finished from the job card device. The label is part of document routing and enabled in the Configure job card for devices page.Feature for locking job card device and job card terminal so that they can be sanitizedDynamics 365 Guides for ManufacturingSaved views for production controlProduction floor execution,2021 Wave 2,Aug 2 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Supply Chain Management,Manufacturing,,Enhanced production floor execution interface for process manufacturing,Provides a state-of-the-art and intuitive user experience for process manufacturers and manufacturers that need to report on batch orders and register material consumption. This will make shop floor workers more effective and reduce registration errors.,These enhancements enable process manufacturers and manufacturers that need to report on batch orders and register material consumption to take advantage of the production floor execution interface.  Report on co-products and by-products  Workers can use the production floor execution interface to report progress on batch orders including reporting on co-products and by-products.  Some manufactures especially those within the process industries use batch orders to manage their production processes. Batch orders are created from formulas which can be defined to have co-product and by-product output. When reporting feedback on such batch orders the amount of output needs to be registered on the formula item as well as the co-products and by-products.  Register material consumption batch numbers and serial numbers  Workers can use the production floor execution interface to register material consumption batch numbers and serial numbers.  Some manufacturers especially those within the process industries need to explicitly register the amount of material consumed for each batch or production order. For example workers might use a scale to weigh the amount of material consumed as they work. To ensure full material traceability these organizations also need to register which batch numbers were consumed when producing each product.,2021 Wave 2,Dec 2021,Jan 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Supply Chain Management,Planning,,Updates to planning feature states with version 10.0.21,Turning on features by default helps customers stay current with the latest planning capabilities of Supply Chain Management.,Planning features enabled by default starting in version 10.0.21  Starting with version 10.0.21 the features listed in the following subsections will be turned on by default but can still be manually disabled. These are all targeted to become mandatory with 2022 release wave 1.  Parallel firming of planned ordersMaster planning progress visualizationAuto-firming for planning optimization: Allows auto-firming of planned orders after planning optimization runs. This will automatically firm planned orders falling within the firming time fence in days from Plan setup under Master planning parameters.Forecast model selection on demand forecast details: On the Demand forecast details page the user can select the forecast models to be included for the historical forecast.,2021 Wave 2,Aug 2 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Supply Chain Management,Planning,,Planning Optimization support for capability-based resource allocation,Companies using Planning Optimization can optimize resource usage by deferring resource allocation until productions are scheduled. This flexible solution automates resource selection during production scheduling based on individual operation capabilities and requirements.,Planning Optimization now supports production scheduling with flexible resource allocation based on resource capabilities. A capability is the ability of an operations resource to perform a particular activity. An operations resource can have more than one capability assigned to it and a capability can be assigned to more than one resource. Capabilities can be assigned to all types of resources including tools vendors machines locations facilities and human resources. Each capability can be set to ensure the selected resource has the required capability level for a given operation. Capabilities can also include a priority which is used during scheduling to optimize the resource selection based on highest available priority.  Instead of assigning specific resources or resource groups to a route operation you can define the capabilities required for each route operation. With this setup scheduling will match the required capabilities with the capabilities of available resources to determine the resource assignment for each production job.  Capability-based resource allocation is part of the materials resource planning II (MRP II) support provided by Planning Optimization. MRP II helps planners at manufacturing companies control their production schedule control resource load and determine delivery lead times. Because Planning Optimization runs as a separate service it's able to facilitate high performance production planning without slowing down the rest of the system.  With Planning Optimization support for production scheduling manufacturers can benefit from:  Significantly improved performance and scalability with in-memory processing.Minimized system impact on other processes made possible by moving master planning to its own service.Near-real-time insights into requirement changes during office hours.  For more information about the Planning Optimization migration process including answers to frequently asked questions see Migration to Planning Optimization for master planning.    Geographic areas  This feature will be released into the following Microsoft Azure geographic areas:  United StatesEuropeUnited KingdomAustraliaCanada,2021 Wave 2,Sep 2021,Nov 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Supply Chain Management,Product information management,,Updates to product information management feature states with version 10.0.21,Turning on features by default helps customers stay current with the latest product information management capabilities of Supply Chain Management.,Product information management enabled by default starting in version 10.0.21  Starting with version 10.0.21 the following features will be turned on by default but can still be manually disabled. They are all targeted to become mandatory with 2022 release wave 1.  Navigation to BOM version from BOM lines: Enables navigation from BOM lines to the BOM Version page.Hazardous materials product information and shipping documentationStrict validation on default order quantities: Adds the option to apply strict validation to the default order quantities. When the parameter Validation on default order quantities is set to Strict stricter validation will be applied. Then the standard order quantity will need to be a multiple of the multiple value. This applies to the purchase order inventory and sales order tab.Country of origin management feature,2021 Wave 2,Aug 2 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Project Operations,Dynamics 365 Project Operations Feature,,Upgrade from Dynamics 365 Project Service Automation to Dynamics 365 Project Operations Lite Deployment,Providing a seamless in-place upgrade experience this capability set targets customers who are currently using Dynamics 365 Project Service Automation and are looking to upgrade to Dynamics 365 Project Operations.,The 2021 release wave 2 includes investments that allow existing Dynamics 365 Project Service Automation customers to upgrade to the new Dynamics 365 Project Operations Lite Deployment. Leveraging existing capabilities provides a frictionless upgrade of data from Project Service Automation application to Project Operations.  The upgrade for customers moving to Project Operations from Project Service Automation v3 is delivered in three phases. In December 2021 we're targeting customers who don't take a dependency on the work breakdown structure (WBS) or related entities. In the April wave we'll support customers who have 500 tasks or less in their work breakdown structures. Lastly after the April wave we'll support customers who may have one or many projects with a WBS larger than 500 tasks.,2021 Wave 2,Dec 2021,-,,,,,,,,,,,,,,
FS,Dynamics 365 Project Operations,Dynamics 365 Project Operations Feature,,Task scheduling enhancements from Project for the web,,For details on scheduling enhancements that will be made in Project for the web please review the Project for the web release details here:What's new in Project for the web,2021 Wave 2,-,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Project Operations,Dynamics 365 Project Operations Feature,,Subcontractor Management for projects,This feature provides better visibility and control over all aspects of work on a project.,Subcontracting or outsourcing project work to vendors and managing the vendor resource assignments and delivery of work is essential in every project-based organization. In this release wave Project Operations will prioritize comprehensive experiences for managing subcontractors for project-based work. Key capabilities include:  Billing agreements with vendors using time and material and fixed-bid modelsPricing for subcontractor resourcesStaffing subcontractor resources and insights into resource choices between full-time vs. subcontractorsReview and reconcile subcontractor time and clear vendor invoices for payment,2021 Wave 2,-,Jan 2022,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Cross-app features,,Visual Studio 2019 support X++ Development,Visual Studio 2019 is the latest supported release of Visual Studio and offers many new features and improvements.,The Visual Studio extension for Finance and Operations apps development in X++ will support Visual Studio 2019 so developers can take full advantage of the latest features and improvements that Visual Studio has to offer.,2021 Wave 2,Nov 2021,-,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Cross-app features,,Enhanced support for full feature lifecycle in Feature management,This feature makes it easier for customers to stay up to date with the latest features and capabilities provided by Finance and Operations apps and helps to ensure customers are prepared for when features become mandatory.,Microsoft product teams will now be able to update the state of optional features to be On by default. Previously the only option for a feature to progress through its lifecycle after being released was to transition it directly to Mandatory which does not permit the feature to be turned off. The ability to change a feature to be On by default has been added to provide an intermediate step between features being released and features becoming mandatory.  Features in the On by default state are automatically turned on though organzations will be able to disable these features if more time is needed to validate them. The grid in the Feature management workspace has also been modified to clearly denote feature state (Preview Released On by default Mandatory) in the new Feature state column.  To help set expectations for when features are expected to transition between states once released we've made some changes to the documented feature lifecycle and corresponding timelines for features in Feature management. Please read the Feature management overview topic for more details including some examples of typical timelines for feature progression from Released to On by default to Mandatory.  Important dates  These dates represent the current targets for this feature as it progresses toward becoming mandatory for all customers. The dates are subject to change.  Feature stageVersionDateMandatory10.0.21October 2021    See also    Feature management overview (docs),2021 Wave 2,Aug 2 2021,Oct 2021,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Cross-app features,,Improved legal entity support for saved views,This feature improves user productivity by allowing customers to set the default user experience by legal entity with views. This feature also reduces complexity in the view selector by only showing views that are relevant to the user's current legal entity.,An important capability of the saved views feature in terms of organizational management of personalizations is the ability to publish views to specific security roles and to specific legal entities. This feature adjusts legal entity support for saved views in three meaningful ways:  A view published to specific legal entities is only ever shown in those legal entities. This is a change in behavior from the base saved views feature. This is where a view published to a legal entity is initially available in the view selector only for the selected legal entity but it is available in any legal entity after the user had first loaded that view.Personal views can now be saved as global or belonging to specific legal entities similar to organization views.Default views can be defined per legal entity  Important dates  These dates represent the current targets for this feature as it progresses toward becoming mandatory for all customers. The dates are subject to change.  Feature stageVersionDateGenerally available10.0.21October 2021On by default10.0.25April 2022Mandatory10.0.29October 2022    See also    Feature management overview (docs),2021 Wave 2,Aug 2 2021,Oct 2021,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Cross-app features,,Updates to client feature states with version 10.0.21,This information helps customers stay current on the latest client capabilities of Finance and Operations apps.,Mandatory features with the 10.0.21 release  Upgrade to React 17Show related document attachmentsEdit basic control values in task recordingsAllow validation of control state in task recordings  Enabled-by-default features with the 10.0.21 release  These features will be turned on by default but can still be manually disabled. These are all targeted to become mandatory with 2022 release wave 1.  New grid controlGrouping in gridsFreezing columns in gridsSaved viewsDesignate fields as required using personalizationEnable a drop-down list on multiline controlsNew HTML editor controlEmail throttling  Features transitioning to being generally available with the 10.0.21 release  Translation support for organization viewsEmbed third-party apps,2021 Wave 2,Aug 2 2021,Oct 2021,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Cross-app features,,WCAG 2.1 accessibility support for the Finance and Operations apps web client,This feature enables users of all abilities to work with Finance and Operations apps.,Toward the Microsoft vision of empowering every person and every organization on the planet to achieve more Finance and Operations apps now support Web Content Accessibility Guidelines (WCAG) 2.1 the latest accessibility recommendations from the World Wide Web Consortium (W3C) starting with version 10.0.21.,2021 Wave 2,Aug 2 2021,Oct 2021,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Cross-app features,,Vertically scrolling workspaces,,To date workspaces in Finance and Operations apps have used panoramas to be horizontal in nature which followed the Windows 8 design paradigm. Starting later in 2021 panorama sections will start stacking vertically (instead of laying out horizontally) and will be collapsible. This change will be accompanied by an update to the Workspace form patterns to optimize form metadata for a vertical page orientation.,2021 Wave 2,Oct 2021,Dec 2021,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Cross-app features,,Enable auto-update for all sandbox environments,The auto-update capability will help customers keep all Microsoft-managed cloud environments current with the latest supported version.,The auto-update capability will be extended to all Microsoft-managed sandbox environments in Lifecycle Services implementation projects for the cloud.  For customers with add-on sandbox environments these environments will be included in the service update per your Update Settings in the implementation project.,2021 Wave 2,Nov 2021,To be announced,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Data and process integration,,Change feeds in data lakes,Data lakes are changing the way customers store and work with data. Data lakes are ideal for storing large amounts of data at a fraction of the cost of storing them in a relational database. You can bring large amounts of historical data as well as data from other systems to your data lake. Data can be transformed into summaries as well as combined with other data on-demand.When working with large data volumes and by applying changes to the data that changed only since last run you can save a lot of compute costs as well as time to process.For example you can apply changes to financial summary data every few minutes as opposed to reprocessing the entire financial summary at day's end or on a monthly basis. This way you not only save on compute costs but also enable near-real-time financial reporting.,A change feed is an immutable (never modified) transaction log of all data changes in Finance and Operations apps. Change feed data available in customers' data lakes provides a chronological log of all data changes within Finance and Operations apps.  Using the change feed customers can identify changes to data (inserts updates as well as deletes) at a transaction-level detail. They can build data pipelines that react near real-time to changes in Finance and Operations data.  A change feed once written to a data lake is never modified or deleted. Customers can use the change feed to audit data changes within Finance and Operations apps as well.    See also    Change data in Azure Data Lake (docs),2021 Wave 2,Apr 30 2021,Oct 2021,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Data and process integration,,Export to Azure Data Lake feature adds regions including China,Customers can leverage the Export to Data Lake feature and retire the use of Bring your own database (BYOD).,The Export to Data Lake feature is built using a microservice that exports Finance and Operations app data to Azure Data Lake and keeps the data fresh. The Export to Data Lake feature is now available in additional geo-regions including China.    See also    Configure export to Azure Data Lake (docs),2021 Wave 2,-,Mar 2022,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Data and process integration,,Get recommendations on best practices via dual-write table map health check,The dual-write health check makes sure you meet the minimum system requirements and grants access to the apps that must connect to each other.,The dual-write out-of-box table maps have predefined table and field mappings that enable the flow of data between finance and operations apps and Dataverse. Because every business is different dual-write supports customization so you can change table maps and field mappings. To review your customizations you can run a table map health check that runs best practices checks against your customizations and provides recommendations.    See also    System requirements and prerequisites (docs),2021 Wave 2,-,Mar 2022,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Data and process integration,,Increase in Legal Entity limits for dual-write integration,The increased limit supports customers that need to integrate more than 40 legal entities between finance and operations apps and Dataverse.,A legal entity is an organization that is identified through registration with a legal authority. Legal entities can enter into contracts and are required to prepare statements that report on their performance. In finance and operations apps company is a type of legal entity. Currently when integrating finance and operations apps with Dataverse using dual-write you are limited to 40 legal entities. To support adoption of dual-write especially by enterprise customers the limit is increasing to 250 legal entities.    See also    June 2020 release (docs),2021 Wave 2,-,Mar 2022,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Data and process integration,,Finance and Operations data in Microsoft Dataverse  phase 5,This feature facilitates seamless data exchange between Finance and Operations apps and Microsoft Dataverse and customer engagement apps. Some of the key converging concepts such as customers quotations orders and address book are harmonized between front-office and back-office apps for a unified experience.,We are continuously making dual-write a seamless experience by harmonizing the converging concepts between Finance and Operations apps and customer engagement apps. This allows businesses to exchange near-real-time data in a synchronous bidirectional fashion beyond application boundaries giving users a unified experience.  Knowing every business is unique we have made the dual-write framework extensible. This includes enabling custom entities as well as extensions to existing entities to fully use Microsoft Dataverse and surrounding tools for your most important business data. For more information see Dual-write home page.  The supported scenarios can be further enriched by customers and partners so they extend across Finance and Operations apps Dataverse and customer engagement apps.  In 2021 release wave 2 we will improve the operational aspects of the dual-write orchestration package and also improve the demo experience.    See also    Dual-write home page (docs),2021 Wave 2,Jan 2022,Mar 2022,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Data and process integration,,Mobile offline for Finance and Operations virtual tables,First-party app teams customers and partners can take advantage of Power Platform for Finance and Operations data for mobile offline scenarios.This feature enables the deprecation of the Finance and Operations mobile framework.,Finance and Operations apps can already be used as a virtual data source in Microsoft Dataverse and support full create read update and delete operations from Dataverse and Microsoft Power Platform. This also means that they can be used on Power Apps mobile scenarios. This feature further extends these capabilities by adding the option to work seamlessly with Finance and Operations data while in offline mode when there is no connectivity. Once connectivity is restored any changes made while offline are synchronized.,2021 Wave 2,Nov 2021,To be announced,,,,,,,,,,,,,,
FS,Finance and Operations cross-app capabilities,Power Platform convergence,,New scenarios enabled with Power Platform convergence,Microsoft Power Platform integration removes the barriers to entry for customers to fully harness the Microsoft Power Platform stack with each of their Finance and Operations environments. Features such as dual-write become a one-click experience to set up. Add-ins are now unlocked for an environment using Microsoft Power Platform integration. Virtual entities are also made available by default in the environment. Business events and create/update/delete (CUD) events in Finance and Operations apps are also integrated with Microsoft Dataverse. Note that CUD events are only going to be available with Microsoft Power Platform integration.,Microsoft Power Platform provides a suite of capabilities for Dynamics 365 applications via the Power Platform admin center. Today Finance and Operations apps are not managed by the admin center; however over time more and more management capabilities will be migrated from Dynamics 365 Lifecycle Services to the admin center. In the interim customers will be able to unlock features such as dual-write virtual entities add-ins CUD events business events via Dataverse and more via Microsoft Power Platform integration functionality in Lifecycle Services.  Set up Microsoft Power Platform integration  Using a new experience on each environment in Lifecycle Services customers can complete the initial setup of the Microsoft Power Platform environment. This will provision an environment of the same type (sandbox or production) in the Power Platform admin center. This environment in the admin center will have the same name as the one from Lifecycle Services and you will also see the Finance and Operations URL populated on the environment in the admin center. This environment will be powered by Microsoft Dataverse and will have several platform solutions preinstalled for virtual entity support dual-write orchestration and more.  Unlock dual-write application setup  Once the setup is completed in Lifecycle Services the dual-write application setup button will be enabled. From here customers who want to enable this functionality can do so from Lifecycle Services in a fast and easy manner. Customers can then choose which entity maps to sync from inside the Finance and Operations app.  Virtual entities  Virtual entities are installed in the environment with the Microsoft Power Platform integration. It will no longer be required to set up manual connections between the environments as the environments are preconnected.  Authentication and authorization  Starting with version 10.0.20 Finance and Operations users who use virtual entities will no longer be required to be manually added or managed in Dataverse. When Microsoft Power Platform integration is enabled Finance and Operations users will be automatically added to Dataverse just in time when users access virtual entities from Power Apps. This functionality can be used by enabling flight BusinessEventsCDSIntegration in Finance and Operations apps.  Finance and Operations business events in Dataverse  Starting with version 10.0.20 when Microsoft Power Platform integration is enabled business events in Finance and Operations apps will converge with business events in Dataverse. This will mean that when a business event happens in a Finance and Operations app the event will be available in Dataverse. Subscribers to Finance and Operations business events will receive the event from Dataverse. This will also enable execution of C# plug-ins in Dataverse for Finance and Operations scenarios that execute in response to business events.  Finance and Operations CUD events in Dataverse  Starting with version 10.0.20 when Microsoft Power Platform integration is enabled CUD events will be available for Finance and Operations OData-enabled data entities. It will be possible going forward to subscribe to create update and delete events on Finance and Operations OData-enabled entities. CUD events will be exposed via virtual entities in Dataverse. The CUD operation in a Finance and Operations app can happen via the Finance and Operations user interface Power Apps/Power Portal using virtual entities or from Finance and Operations OData APIs. The CUD event will consistently trigger the entity regardless. This also enables execution of C# plug-ins in Dataverse for Finance and Operations scenarios that execute in response to CUD events.  Dev tools  The Plugin Registration Tool will enable registering C# plug-ins for the CUD events and business events coming from Finance and Operations apps. With the release of a Visual Studio extension for Microsoft Power Platform developers can explore Dataverse environments and write register deploy and debug C# plug-ins directly from within Visual Studio. For developer audiences already working in Visual Studio such as Finance and Operations developers this will provide one work space (Visual Studio) to author their customizations across the Dynamics 365 apps in Dataverse and Finance and Operations apps.  Unlock additional features  Additionally once the setup is completed in Lifecycle Services the add-ins experience will be enabled as one-click installs from the environment details page.,2021 Wave 2,Jun 30 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Commerce,Dynamics 365 Commerce Feature,,Customer segmentation and targeting,Dynamics 365 Commerce enables organizations to increase customer engagement and satisfaction by using tools in site builder to target specific customer segments with different experiences based on the shoppers device geo-location and other dynamically derived attributes from the shopper's browser request.,This feature will enable segmentation of customer data such as device type geo-location market or language gathered from the customer's web browser. Site builder can then be used to generate audience groupings that can be applied to campaigns and experiments across the digital commerce channel.  Content variants can be authored in site builder and associated with targeting rules to ensure easy authoring with powerful results.  Segmented targeting will support page layouts and content-based scenarios within site builder.,2021 Wave 2,-,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Commerce,Dynamics 365 Commerce Feature,,Updates to Commerce globalization feature states with version 10.0.21,Several Commerce globalization features are progressing in their feature lifecycle starting with the version 10.0.21. This will streamline the feature configuration process for customers deploying Commerce in various countries or regions.,These features will be turned on by default in Commerce version 10.0.21 but they can be manually disabled:  Support for internal and external connectors in the fiscal integration framework.(India) Search customers by tax registration numbers in Commerce point of sale (POS).(Italy) Customer information management in Commerce POS.(Retail GST for India) Update credit notes with references to original invoices.(Poland) Customer information management in Commerce POS.User-defined certificate profiles for retail stores.,2021 Wave 2,-,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Commerce,Dynamics 365 Commerce Feature,,Commerce localization for Russia,With this release Commerce customers with operations in Russia will be able to move to the modern Dynamics 365 Commerce service and ensure their implementation is compliant with local regulatory requirements in Russia.,Commerce localization for Russia includes features critical for implementations of Dynamics 365 Commerce in Russia such as handling of cash payments prepayments and customer returns and processing of gift card operations and loyalty point redemptions according to local requirements. It also includes a sample of integration of point of sale (POS) with fiscal printers.  At the time of general availability this functionality will provide the following capabilities:  Processing of cash payments using petty cash journals in Commerce headquarters.Processing of prepayments and posting of VAT for prepayments in Commerce headquarters.Handling of customer returns according to local requirements.A sample of the integration of the POS with a fiscal printer.  The fiscal printer integration sample leverages the fiscal integration framework supports one of the popular fiscal printer models available on the Russian market and enables registration of sales in various cash-and-carry and customer order sales scenarios. It also provides options for error handling in basic scenarios such as when retry is possible as well as more advanced scenarios such as registering a completed transaction that was not previously registered in the fiscal printer. The sample is a part of the Retail SDK and can be built and used as-is. Implementation partners can also extend the integration functionality to cover all required retail scenarios or build integration with other fiscal printers based on the sample.  The following capabilities will not be available at general availability but may be made available in later updates:  Support of customer orders in fiscal printer integration.Return policies (payment method control and more).Processing of issued gift cards as prepayments and a fiscal printer functionality to support this.Processing of a loyalty point redemption as a price discount in a retail transaction and a fiscal printer functionality to support this.Payment integration.Cash collection from retail stores.E-commerce capabilities for Russia.Gift card policies.Pricing enhancements.Labeling enhancements.N-1 support for upgrade from AX 2012 R3.    See also    Commerce localization for Russia (docs),2021 Wave 2,Aug 2 2021,Oct 2021,,,,,,,,,,,,,,
