NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult,PublicPreview,GeneralAvailability,BusinessValue,FeatureDetails,HeaderDetails,ParentNodeName
SCM Mobile Enhancements,SCM Mobile Enhancements,SCM Mobile Enhancements                      Note:             SCM Mobile is shared with the following NetSuite features and SuiteApps: Warehouse Management Manufacturing Mobile and Pack Station. For more information see SCM Mobile.                    NetSuite 2022.1 includes the following enhancements for SCM Mobile:                                    Ability to add columns to a table - You can add columns to a Data Table element used in a standard or custom mobile process. SCM Mobile maps the rows of your additional columns with those from the columns of the existing table.              Using a RESTlet you can save the data from additional columns to a NetSuite record. For mobile configuration you can set up a RESTlet type of action for the button click event of the associated mobile page. For mobile customization you can set it up for the column click row click and button click events.                                      Enhanced navigation for popup windows - Previously you can navigate to the parent page only of a popup window. Now you can specify the target page for the mobile action that you set up to perform the navigation. You can add conditions to control the navigation.                                      Update to printer type options - When you specify a printer type you can now choose the All Types option for printers that support labels and reports. See Setting Up Your Printers.                                      Automatically Submit Default Values - This checkbox appears on the configuration and customization pages for Text Box element types. When you assign a default value to the element you can check this box. NetSuite automatically submits the default value along with the mobile page after the element is populated.              For custom mobile processes the data or page submission depends on the settings for the Action Button element that you choose as the primary action. See Configuring Mobile Page Elements.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1508778865.html,,,,,,,SCM Mobile Enhancements                      Note:             SCM Mobile is shared with the following NetSuite features and SuiteApps: Warehouse Management Manufacturing Mobile and Pack Station. For more information see SCM Mobile.                    NetSuite 2022.1 includes the following enhancements for SCM Mobile:                                    Ability to add columns to a table - You can add columns to a Data Table element used in a standard or custom mobile process. SCM Mobile maps the rows of your additional columns with those from the columns of the existing table.              Using a RESTlet you can save the data from additional columns to a NetSuite record. For mobile configuration you can set up a RESTlet type of action for the button click event of the associated mobile page. For mobile customization you can set it up for the column click row click and button click events.                                      Enhanced navigation for popup windows - Previously you can navigate to the parent page only of a popup window. Now you can specify the target page for the mobile action that you set up to perform the navigation. You can add conditions to control the navigation.                                      Update to printer type options - When you specify a printer type you can now choose the All Types option for printers that support labels and reports. See Setting Up Your Printers.                                      Automatically Submit Default Values - This checkbox appears on the configuration and customization pages for Text Box element types. When you assign a default value to the element you can check this box. NetSuite automatically submits the default value along with the mobile page after the element is populated.              For custom mobile processes the data or page submission depends on the settings for the Action Button element that you choose as the primary action. See Configuring Mobile Page Elements.,FS
SuiteApps (Bundles) Released by NetSuite Testing,SuiteApps (Bundles) Released by NetSuite Testing,SuiteApps (Bundles) Released by NetSuite Testing,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,,FS
Localization SuiteApps,Localization SuiteApps,Localization SuiteApps,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,,FS
Advanced Localization Features Enhancements,Advanced Localization Features Enhancements,Advanced Localization Features Enhancements          In Advanced Localization Features version 1.02 you can now use additional printing options to customize your invoices and credit memos.                                    Print Note if Theres No Payment Discount  Adds a note when payment discount is not applied.                                      Mark Document as Copy or Duplicate  Enables labeling the document as Copy or Duplicate.                                      Hide Total Incl. VAT Column  Hides the Total Incl. VAT Column from the printed invoice.                                You can customize the label of printed invoices and credit memos using the Use Popup for Email Transaction Button.          For more information see Advanced Localization Features.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,Advanced Localization Features Enhancements          In Advanced Localization Features version 1.02 you can now use additional printing options to customize your invoices and credit memos.                                    Print Note if Theres No Payment Discount  Adds a note when payment discount is not applied.                                      Mark Document as Copy or Duplicate  Enables labeling the document as Copy or Duplicate.                                      Hide Total Incl. VAT Column  Hides the Total Incl. VAT Column from the printed invoice.                                You can customize the label of printed invoices and credit memos using the Use Popup for Email Transaction Button.          For more information see Advanced Localization Features.,FS
Australia Payment Times Report,Australia Payment Times Report,Australia Payment Times Report          The ANZ Localization SuiteApp version 2.0.0 includes the following enhancements:                                                    Payment Times Report Generation                                                                    Payment Times Report Configuration                                                          Payment Times Report Generation            You can now generate the Payment Times Report (PTR) for submission to the Payment Times Reporting Portal.            The PTR is a legislative requirement for large businesses in Australia that have trade credit arrangements with small businesses. It reports the payment terms and practices of your small business suppliers.            You must submit the PTR within three months after the reporting period. The Payment Times Reporting Portal requires the following:                                          CSV file containing the payment information                                            Word or PDF file containing signatures and associated declarations                                      On the Country Tax Reports page in NetSuite you can generate the PTR and then export the CSV file and the Word (.doc) file. PDF is not yet supported.            The Australian government requires you to submit the Payment Times Report in Australian dollars (AUD). If your subsidiary in Australia uses a currency that is not AUD you must set up your account to convert your transaction currency to AUD.            For more information about what you need to do before generating a PTR see Payment Times Report (PTR).                                Payment Times Report Configuration            The ANZ Localization SuiteApp provides the Payment Times Report Configuration page where you must provide information needed for generating the PTR. The configuration page contains the following subtabs:                                          Entity &amp; Approval Information  Contains fields for entity submitter and approver details.                                            Payment Details  Contains fields for payment period practices and arrangements and supply chain financing.                                            Others  Contains fields for changes in accounting period business name and comments related to the report.                                      For more information see Payment Times Report Configuration.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,Australia Payment Times Report          The ANZ Localization SuiteApp version 2.0.0 includes the following enhancements:                                                    Payment Times Report Generation                                                                    Payment Times Report Configuration                                                          Payment Times Report Generation            You can now generate the Payment Times Report (PTR) for submission to the Payment Times Reporting Portal.            The PTR is a legislative requirement for large businesses in Australia that have trade credit arrangements with small businesses. It reports the payment terms and practices of your small business suppliers.            You must submit the PTR within three months after the reporting period. The Payment Times Reporting Portal requires the following:                                          CSV file containing the payment information                                            Word or PDF file containing signatures and associated declarations                                      On the Country Tax Reports page in NetSuite you can generate the PTR and then export the CSV file and the Word (.doc) file. PDF is not yet supported.            The Australian government requires you to submit the Payment Times Report in Australian dollars (AUD). If your subsidiary in Australia uses a currency that is not AUD you must set up your account to convert your transaction currency to AUD.            For more information about what you need to do before generating a PTR see Payment Times Report (PTR).                                Payment Times Report Configuration            The ANZ Localization SuiteApp provides the Payment Times Report Configuration page where you must provide information needed for generating the PTR. The configuration page contains the following subtabs:                                          Entity &amp; Approval Information  Contains fields for entity submitter and approver details.                                            Payment Details  Contains fields for payment period practices and arrangements and supply chain financing.                                            Others  Contains fields for changes in accounting period business name and comments related to the report.                                      For more information see Payment Times Report Configuration.,FS
ANZ Localization Preferences and Supplier List Updates,ANZ Localization Preferences and Supplier List Updates,ANZ Localization Preferences and Supplier List Updates          To avoid possible conflicts with other SuiteApps the script IDs for the following fields in the ANZ Localization SuiteApp are changed in version 1.1.3.                                                                                          Page                                                        Field                                                        New Script ID                                                        Old Script ID                                                                                                                    ANZ Preferences                                                        ABN Verification Warning                                                        custrecord_anz_bn_verification_comp                                                        custrecord_bn_verification_warnings_comp                                                                                        Allow Override                                                        custrecord_anz_override_bn_warnings                                                        custrecord_override_bn_warnings                                                                                        Supplier ABN List Report                                                        Export File Name                                                        custrecord_anz_current_date                                                        custrecord_current_date                                                                                        Export File Name                                                        custrecord_anz_running_number_count                                                        custrecord_running_number_count                                                                                        Supplier List                                                        custrecord_anz_date                                                        custrecord_date                                                                                After the update the following values will reset:                                    Supplier list exported file name - The running number count used in the supplier list exported file name will reset. You can access the Supplier ABN List Report page at Setup &gt; ANZ Localization &gt; Supplier List. For more information see Generating a Supplier ABN List Report.                                      ANZ Preferences - The preferences on this page will reset to their default values. To set the values again for ABN Verification Warning go to Setup &gt; ANZ Localization &gt; Preferences. If applicable check the Allow Override box. For more information see Setting Up ANZ Localization Preferences.                                            Note:             If you have existing customizations that use any of the old script IDs you need to update these customizations to use the new script IDs after the SuiteApp is updated to version 1.1.3.                    In addition this update removes the duplicate vendor records from the Supplier ABN List Report page.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,ANZ Localization Preferences and Supplier List Updates          To avoid possible conflicts with other SuiteApps the script IDs for the following fields in the ANZ Localization SuiteApp are changed in version 1.1.3.                                                                                          Page                                                        Field                                                        New Script ID                                                        Old Script ID                                                                                                                    ANZ Preferences                                                        ABN Verification Warning                                                        custrecord_anz_bn_verification_comp                                                        custrecord_bn_verification_warnings_comp                                                                                        Allow Override                                                        custrecord_anz_override_bn_warnings                                                        custrecord_override_bn_warnings                                                                                        Supplier ABN List Report                                                        Export File Name                                                        custrecord_anz_current_date                                                        custrecord_current_date                                                                                        Export File Name                                                        custrecord_anz_running_number_count                                                        custrecord_running_number_count                                                                                        Supplier List                                                        custrecord_anz_date                                                        custrecord_date                                                                                After the update the following values will reset:                                    Supplier list exported file name - The running number count used in the supplier list exported file name will reset. You can access the Supplier ABN List Report page at Setup &gt; ANZ Localization &gt; Supplier List. For more information see Generating a Supplier ABN List Report.                                      ANZ Preferences - The preferences on this page will reset to their default values. To set the values again for ABN Verification Warning go to Setup &gt; ANZ Localization &gt; Preferences. If applicable check the Allow Override box. For more information see Setting Up ANZ Localization Preferences.                                            Note:             If you have existing customizations that use any of the old script IDs you need to update these customizations to use the new script IDs after the SuiteApp is updated to version 1.1.3.                    In addition this update removes the duplicate vendor records from the Supplier ABN List Report page.,FS
Belgium Localization Tax Reports Enhancements,Belgium Localization Tax Reports Enhancements,Belgium Localization Tax Reports Enhancements          Belgium Localization SuiteApp version 1.05.0 provides the following enhancements to SuiteTax-based reports:                                    VAT Return 625 XML export  The VAT Return 625 report can now be exported to XML. You can download the XML file from the Country Tax Report page where you generate the VAT report.                                      Updated XML file exports  The XML versions of the Belgium Intrastat Annual Client Listing and EU Sales List reports have been updated according to recent tax reporting standards. The update includes a fix in the formatting of certain information in the reports.                                For more information see Belgium Localization.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,Belgium Localization Tax Reports Enhancements          Belgium Localization SuiteApp version 1.05.0 provides the following enhancements to SuiteTax-based reports:                                    VAT Return 625 XML export  The VAT Return 625 report can now be exported to XML. You can download the XML file from the Country Tax Report page where you generate the VAT report.                                      Updated XML file exports  The XML versions of the Belgium Intrastat Annual Client Listing and EU Sales List reports have been updated according to recent tax reporting standards. The update includes a fix in the formatting of certain information in the reports.                                For more information see Belgium Localization.,FS
Belgium Localization Now Available in SuiteApp Marketplace,Belgium Localization Now Available in SuiteApp Marketplace,Belgium Localization Now Available in SuiteApp Marketplace          Belgium Localization SuiteApp version 2.00.0 is now available in the SuiteApp Marketplace. Previous versions of this SuiteApp are no longer supported. If you are using the SuiteTax feature installing this latest version prevents compatibility issues in your Belgium tax reports with NetSuite 2022.1 and later versions.          Belgium Localization SuiteApp version 1.05.0 or earlier is not automatically upgraded to version 2.00.0. To install this latest version from the SuiteApp Marketplace you must first uninstall the older versions of the SuiteApp (Bundle ID: 307195) from the SuiteBundler.          For more information see Belgium Localization.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,Belgium Localization Now Available in SuiteApp Marketplace          Belgium Localization SuiteApp version 2.00.0 is now available in the SuiteApp Marketplace. Previous versions of this SuiteApp are no longer supported. If you are using the SuiteTax feature installing this latest version prevents compatibility issues in your Belgium tax reports with NetSuite 2022.1 and later versions.          Belgium Localization SuiteApp version 1.05.0 or earlier is not automatically upgraded to version 2.00.0. To install this latest version from the SuiteApp Marketplace you must first uninstall the older versions of the SuiteApp (Bundle ID: 307195) from the SuiteBundler.          For more information see Belgium Localization.,FS
China Localization Enhancements,China Localization Enhancements,China Localization Enhancements          China Localization version 1.00.25Â adds enhanced support for China Voucher List Reports:                                    Additional reporting filters  You can now use the Vendor Customer and Employee fields as search filters when generating China Voucher List.                                      Additional reporting templates  You can see more information in the generated PDF and Excel files when exporting a China Voucher List Report. These new templates provide an increased character limit for the detail column and can include the vendor customer and employee information in the line item of the report.                                For more information see Generating the China Voucher List and Setting Up Preferences for China Voucher List.          To access these features you must install China Localization SuiteApp. For more information see Installing China Localization.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,China Localization Enhancements          China Localization version 1.00.25Â adds enhanced support for China Voucher List Reports:                                    Additional reporting filters  You can now use the Vendor Customer and Employee fields as search filters when generating China Voucher List.                                      Additional reporting templates  You can see more information in the generated PDF and Excel files when exporting a China Voucher List Report. These new templates provide an increased character limit for the detail column and can include the vendor customer and employee information in the line item of the report.                                For more information see Generating the China Voucher List and Setting Up Preferences for China Voucher List.          To access these features you must install China Localization SuiteApp. For more information see Installing China Localization.,FS
Contra Account Sheet,Contra Account Sheet,Contra Account Sheet          Starting version 1.2.1 Contra Account Sheet SuiteApp is available for installation from the SuiteApp Marketplace (Application ID: com.netsuite.kontenblatt). This SuiteApp enables you to generate transaction reports with contra account information.          Previously you can install the Contra Account Sheet SuiteApp from the Search &amp; Install Bundles page. If you have the previous SuiteApp (version 1.01 bundle ID: 314179) installed in your NetSuite account you need to uninstall that SuiteApp first before installing the new version of Contra Account Sheet from SuiteApp Marketplace.          In version 1.2.7 Contra Account Sheet now displays data from accounting books in active inactive and pending states.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,Contra Account Sheet          Starting version 1.2.1 Contra Account Sheet SuiteApp is available for installation from the SuiteApp Marketplace (Application ID: com.netsuite.kontenblatt). This SuiteApp enables you to generate transaction reports with contra account information.          Previously you can install the Contra Account Sheet SuiteApp from the Search &amp; Install Bundles page. If you have the previous SuiteApp (version 1.01 bundle ID: 314179) installed in your NetSuite account you need to uninstall that SuiteApp first before installing the new version of Contra Account Sheet from SuiteApp Marketplace.          In version 1.2.7 Contra Account Sheet now displays data from accounting books in active inactive and pending states.,FS
Country-Specific Reports Enhancements,Country-Specific Reports Enhancements,Country-Specific Reports Enhancements          Country-Specific Reports SuiteApp version 1.03 includes the new account balance drill-down feature.          To use this feature you must have the Contra Account Sheet SuiteApp installed in your NetSuite account. Also this feature is available only for reports that use the list of accounts feature.          To help you better understand the report data related to a single account the drill-down feature connects the reports provided by the Country-Specific Reports SuiteApp with the Contra Account Sheet SuiteApp dashboard. When you click a value in your report it opens a new browser tab that shows the Contra Account Sheet dashboard. This dashboard contains detailed transaction-level information for the selected account and period. Currently you can drill down only to a single account balance.          This update also adds a new Report Type field on the CSR  Report record. To use the account balance drill-down feature on new or existing reports this field must be set to either income statements or balance sheets.          For more information see Country-Specific Reports.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,Country-Specific Reports Enhancements          Country-Specific Reports SuiteApp version 1.03 includes the new account balance drill-down feature.          To use this feature you must have the Contra Account Sheet SuiteApp installed in your NetSuite account. Also this feature is available only for reports that use the list of accounts feature.          To help you better understand the report data related to a single account the drill-down feature connects the reports provided by the Country-Specific Reports SuiteApp with the Contra Account Sheet SuiteApp dashboard. When you click a value in your report it opens a new browser tab that shows the Contra Account Sheet dashboard. This dashboard contains detailed transaction-level information for the selected account and period. Currently you can drill down only to a single account balance.          This update also adds a new Report Type field on the CSR  Report record. To use the account balance drill-down feature on new or existing reports this field must be set to either income statements or balance sheets.          For more information see Country-Specific Reports.,FS
Germany Localization Now Available,Germany Localization Now Available,Germany Localization Now Available          Germany Localization SuiteApp version 1.0 is now available for installation.          The Germany Localization SuiteApp provides features that address or comply with accounting and financial reporting requirements or standards specific to Germany. Two important German standards (SKR03 and SKR04) are supported. Chart of accounts templates with numerous common accounts are provided giving German companies the option to add subaccounts to the chart of accounts or to set up only the accounts they will use. The Germany Localization SuiteApp also supports several German financial statements including the balance sheet the income statement and balance reports (SuSa). These financial statements display aggregated data drawn from relevant accounts defined in the chart of accounts. Also several SuiteTax-based reports are available such as Intrastat  Arrivals and Intrastat - Dispatches Recapitulative Statement Periodic VAT Return  USt 1A and GoBD Data Extract.          For more information see Germany Localization.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,Germany Localization Now Available          Germany Localization SuiteApp version 1.0 is now available for installation.          The Germany Localization SuiteApp provides features that address or comply with accounting and financial reporting requirements or standards specific to Germany. Two important German standards (SKR03 and SKR04) are supported. Chart of accounts templates with numerous common accounts are provided giving German companies the option to add subaccounts to the chart of accounts or to set up only the accounts they will use. The Germany Localization SuiteApp also supports several German financial statements including the balance sheet the income statement and balance reports (SuSa). These financial statements display aggregated data drawn from relevant accounts defined in the chart of accounts. Also several SuiteTax-based reports are available such as Intrastat  Arrivals and Intrastat - Dispatches Recapitulative Statement Periodic VAT Return  USt 1A and GoBD Data Extract.          For more information see Germany Localization.,FS
India Localization SuiteTax Engine Enhancements,India Localization SuiteTax Engine Enhancements,India Localization SuiteTax Engine Enhancements          India Localization SuiteTax Engine SuiteApp version 3.03.0 enables you to create transactions for Exempted and SEZ subsidiary registration types. You can now select Exempted or SEZ from the Subsidiary Registration Type field of the Goods and Services Tax (GST) tax rate rule record.          For more information see Setting Up Tax Rate Rules for India GST.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,India Localization SuiteTax Engine Enhancements          India Localization SuiteTax Engine SuiteApp version 3.03.0 enables you to create transactions for Exempted and SEZ subsidiary registration types. You can now select Exempted or SEZ from the Subsidiary Registration Type field of the Goods and Services Tax (GST) tax rate rule record.          For more information see Setting Up Tax Rate Rules for India GST.,FS
Ireland Localization Enhancements,Ireland Localization Enhancements,Ireland Localization Enhancements          Ireland Localization SuiteApp version 1.02.0 includes the following enhancements:                                    For the Return of Trading Details report:                                                Report boxes definition is revised to support Postponed Accounting.                                                  Multi-Book Accounting is now supported.                                                  Report design is updated and now includes PDF and Excel export options.                                                                    For the Periodic VAT Return  VAT3 report:                                                Report boxes definition is revised to support Postponed Accounting.                                                  Multi-Book Accounting is now supported.                                                  Report design is updated and now includes PDF and Excel export options.                                                  Support for manual e-filing using XML file is now available.                                                                    Intrastat Dispatches (post-2021) report is now available. This report enables you to generate Intrastat Dispatches report for periods starting January 1 2022 in compliance with current requirements. Intrastat Dispatches (post-2021) report contains two additional columns:                                                Partner Operator VAT Number - VAT number of the company where the goods are dispatched to.                                                  Country of Origin - Country where the goods were harvested manufactured or substantially changed.                                                              Ireland Localization SuiteApp version 2.0.0 includes the following enhancements:                                    Ireland Localization version 2.0.0 is now available for installation from the SuiteApp Marketplace. This SuiteApp enables you to use Ireland-specific features such as tax reporting Intrastat and EC Sales List reporting and electronic bank payments.              Previously you could install the Ireland Localization SuiteApp from the Search &amp; Install Bundles page. If you have the previous SuiteApp (version 1.02 bundle ID: 318395) installed in your NetSuite account you need to uninstall it before installing the new version of Ireland Localization from SuiteApp Marketplace.                                For more information see Ireland Localization.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,Ireland Localization Enhancements          Ireland Localization SuiteApp version 1.02.0 includes the following enhancements:                                    For the Return of Trading Details report:                                                Report boxes definition is revised to support Postponed Accounting.                                                  Multi-Book Accounting is now supported.                                                  Report design is updated and now includes PDF and Excel export options.                                                                    For the Periodic VAT Return  VAT3 report:                                                Report boxes definition is revised to support Postponed Accounting.                                                  Multi-Book Accounting is now supported.                                                  Report design is updated and now includes PDF and Excel export options.                                                  Support for manual e-filing using XML file is now available.                                                                    Intrastat Dispatches (post-2021) report is now available. This report enables you to generate Intrastat Dispatches report for periods starting January 1 2022 in compliance with current requirements. Intrastat Dispatches (post-2021) report contains two additional columns:                                                Partner Operator VAT Number - VAT number of the company where the goods are dispatched to.                                                  Country of Origin - Country where the goods were harvested manufactured or substantially changed.                                                              Ireland Localization SuiteApp version 2.0.0 includes the following enhancements:                                    Ireland Localization version 2.0.0 is now available for installation from the SuiteApp Marketplace. This SuiteApp enables you to use Ireland-specific features such as tax reporting Intrastat and EC Sales List reporting and electronic bank payments.              Previously you could install the Ireland Localization SuiteApp from the Search &amp; Install Bundles page. If you have the previous SuiteApp (version 1.02 bundle ID: 318395) installed in your NetSuite account you need to uninstall it before installing the new version of Ireland Localization from SuiteApp Marketplace.                                For more information see Ireland Localization.,FS
Japan Localization Enhancements,Japan Localization Enhancements,Japan Localization Enhancements          Japan Localization SuiteApp version 2022.1 includes the following new features and enhancements:                                                    Consolidated Invoice Summary                                                                    Custom PDF Template for Journal                                                                    Japan Holidays Subtab                                                          Consolidated Invoice Summary            Version 2022.1 provides the new consolidated invoice summary that includes all transactions of the subcustomers of your customers.            To enable the consolidated invoice summary feature check the Include All Transactions of Subcustomers box on the Generate Invoice Summary page.            The consolidated invoice summary requires the following:                                          The Multi Subsidiary Customer feature must be disabled.                                            The parent customer and its subcustomers must have the same subsidiary and currency.                                            The customer you select to generate a consolidated invoice summary for must be a parent or primary customer not a subcustomer.                                            Transactions of the parent customer and its subcustomers must have the Include in Invoice Summary box checked.                                            You must add Customer: Internal ID to the custom saved search Invoice Summary Transaction Search; otherwise an error may be encountered in using the consolidated invoice summary. Invoice Summary Transaction Search is specified in the Statement Search field on the Japan Localization Setup tab of a subsidiary record.                                      The consolidated invoice summary has a corresponding template that you must specify in the Invoice Summary Template (Consolidated) field on the Japan Localization Setup subtab.            For more information see Consolidated Invoice Summary and Setting the Invoice Summary Template.                                Custom PDF Template for Journal            Version 2022.1 includes a customizable PDF template for journal custom transaction forms. Similar to the PDF templates for invoices sales orders and purchase orders you can specify and include custom fields for the journal PDF template under the Custom Advanced PDF Template field group. You can access this section on Japan subsidiary records for OneWorld accounts or on the Company Information page if you do not have a OneWorld account. You can specify the document title or a greeting for journals. These details will be included in the PDF printout of the journal custom transaction form that use the PDF template.            For more information see Using Custom PDF Templates for Custom Transaction Forms.                                Japan Holidays Subtab            The Holidays subtab is renamed to Japan Holidays subtab. This subtab is available on the Japan subsidiary records for OneWorld accounts or on the Company Information page if you do not have a OneWorld account.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,Japan Localization Enhancements          Japan Localization SuiteApp version 2022.1 includes the following new features and enhancements:                                                    Consolidated Invoice Summary                                                                    Custom PDF Template for Journal                                                                    Japan Holidays Subtab                                                          Consolidated Invoice Summary            Version 2022.1 provides the new consolidated invoice summary that includes all transactions of the subcustomers of your customers.            To enable the consolidated invoice summary feature check the Include All Transactions of Subcustomers box on the Generate Invoice Summary page.            The consolidated invoice summary requires the following:                                          The Multi Subsidiary Customer feature must be disabled.                                            The parent customer and its subcustomers must have the same subsidiary and currency.                                            The customer you select to generate a consolidated invoice summary for must be a parent or primary customer not a subcustomer.                                            Transactions of the parent customer and its subcustomers must have the Include in Invoice Summary box checked.                                            You must add Customer: Internal ID to the custom saved search Invoice Summary Transaction Search; otherwise an error may be encountered in using the consolidated invoice summary. Invoice Summary Transaction Search is specified in the Statement Search field on the Japan Localization Setup tab of a subsidiary record.                                      The consolidated invoice summary has a corresponding template that you must specify in the Invoice Summary Template (Consolidated) field on the Japan Localization Setup subtab.            For more information see Consolidated Invoice Summary and Setting the Invoice Summary Template.                                Custom PDF Template for Journal            Version 2022.1 includes a customizable PDF template for journal custom transaction forms. Similar to the PDF templates for invoices sales orders and purchase orders you can specify and include custom fields for the journal PDF template under the Custom Advanced PDF Template field group. You can access this section on Japan subsidiary records for OneWorld accounts or on the Company Information page if you do not have a OneWorld account. You can specify the document title or a greeting for journals. These details will be included in the PDF printout of the journal custom transaction form that use the PDF template.            For more information see Using Custom PDF Templates for Custom Transaction Forms.                                Japan Holidays Subtab            The Holidays subtab is renamed to Japan Holidays subtab. This subtab is available on the Japan subsidiary records for OneWorld accounts or on the Company Information page if you do not have a OneWorld account.,FS
Mexico Foreign Trade,Mexico Foreign Trade,Mexico Foreign Trade          Mexico Foreign Trade SuiteApp is now available for installation from the NetSuite SuiteApp Marketplace (Application ID: com.netsuite.mexicoforeigntrade). This SuiteApp enables your companies to generate and process e-documents for foreign trade operations in Mexico.          In version 1.0.0 the SuiteApp provides features and capabilities for export and import operations.                                                    Exports                                                              Servicio de AdministraciÃ³n Tributaria (SAT) catalogs  The SuiteApp provides the latest SAT and Customs catalogs required for conducting foreign trade in Mexico. Mexico-specific custom fields are also provided to capture values from these catalogs. For more information see SAT Fields for Mexico Foreign Trade.                                                  Mexico Foreign Trade field mapping  You can map standard NetSuite records to the official SAT and Customs catalog values. These custom values are automatically captured in transactions which enables you to generate XML and PDF files and have them successfully certified by the SAT.                                                  Foreign trade transactions  You can generate and certify export foreign trade operations and post them to the configured general ledger accounts.                                                  PDF templates - PDF templates are available to let you obtain printable versions of certified CFDIs (Comprobante Fiscal Digital por Internet) with the foreign trade information required by the SAT. For more information see Electronic Invoicing for Mexico Foreign Trade.                                                  Sales account reclassification - To reflect export scenarios in the general ledger you can reclassify the general sales account to a foreign trade account using the Foreign Trade Account Mapping record. For more information see Sales Account Reclassification for Mexico Foreign Trade.                                                                                    Imports                                                              Customs Details of Import - You can add information about your import operations on item-related transactions. This feature enables you to store and include customs details in your transactionsÂ which are required by SAT. For more information see Customs Details of Import Operations for Mexico Foreign Trade.,,,,,,https://docs.oracle.com/en/cloud/saas/netsuite/ns-online-help/section_1521115850.html,,,,,,,Mexico Foreign Trade          Mexico Foreign Trade SuiteApp is now available for installation from the NetSuite SuiteApp Marketplace (Application ID: com.netsuite.mexicoforeigntrade). This SuiteApp enables your companies to generate and process e-documents for foreign trade operations in Mexico.          In version 1.0.0 the SuiteApp provides features and capabilities for export and import operations.                                                    Exports                                                              Servicio de AdministraciÃ³n Tributaria (SAT) catalogs  The SuiteApp provides the latest SAT and Customs catalogs required for conducting foreign trade in Mexico. Mexico-specific custom fields are also provided to capture values from these catalogs. For more information see SAT Fields for Mexico Foreign Trade.                                                  Mexico Foreign Trade field mapping  You can map standard NetSuite records to the official SAT and Customs catalog values. These custom values are automatically captured in transactions which enables you to generate XML and PDF files and have them successfully certified by the SAT.                                                  Foreign trade transactions  You can generate and certify export foreign trade operations and post them to the configured general ledger accounts.                                                  PDF templates - PDF templates are available to let you obtain printable versions of certified CFDIs (Comprobante Fiscal Digital por Internet) with the foreign trade information required by the SAT. For more information see Electronic Invoicing for Mexico Foreign Trade.                                                  Sales account reclassification - To reflect export scenarios in the general ledger you can reclassify the general sales account to a foreign trade account using the Foreign Trade Account Mapping record. For more information see Sales Account Reclassification for Mexico Foreign Trade.                                                                                    Imports                                                              Customs Details of Import - You can add information about your import operations on item-related transactions. This feature enables you to store and include customs details in your transactionsÂ which are required by SAT. For more information see Customs Details of Import Operations for Mexico Foreign Trade.,FS
