Product,Category,SubCategory,FeatureType,FeatureDetails,HeaderDetails,HeaderTitle,ReleaseWave,ImpactLevel,FoodAndBeverage,Retail,Industrials,LifeSciences,PublicSector,HealthCare,NonProfit,BusinessAndProfessionalServices,GroupNode
FS,,,,null,,,,,,,,,,,,,Yes
FS,User Interface,,,null,,,,,,,,,,,,,Yes
FS,User Interface,Changes to the Custom Rich Text Editor Field,,null,,,,,,,,,,,,,Yes
FS,User Interface,Changes to the Custom Rich Text Editor Field,,null,,,,,,,,,,,,,No
FS,User Interface,Changes to the Custom Rich Text Editor Field,,null,<div><br>          <h2 id="subsect_163697792643"></h2><br>          <p>The editor available for the Rich Text custom field was enhanced and now includes advanced styling capabilities.</p><br>        </div>,Changes to the Custom Rich Text Editor Field,2022 Wave 1,,,,,,,,,,No
FS,,,,null,,,,,,,,,,,,,Yes
FS,Commerce Sales and Marketing,,,null,,,,,,,,,,,,,Yes
FS,Commerce Sales and Marketing,Commerce Sales and Marketing Testing,,null,,,,,,,,,,,,,Yes
FS,Commerce Sales and Marketing,Commerce Sales and Marketing Testing,,null,,,,,,,,,,,,,No
FS,Commerce Sales and Marketing,Commerce Sales and Marketing Testing,,null,<div><br>          <h2 id="subsect_163697176712"></h2><br>          <div><br>            <h3 id="subsect_163697177353">Intelligent Item Recommendations for Sales Orders and Estimates</h3><br>            <div class="infobox-important"><br>              <span class="notep1">Important: </span><br>              <p class="nshelp_first">Intelligent Item Recommendations are available only for accounts that meet specific criteria. For more information on the current criteria see <a href="section_163578367374.html">Account Requirements for Intelligent Item Recommendations</a>.</p><br>              <p>If Intelligent Item Recommendations are not suitable for your account the feature will not be available to select on the Enable Features page. For more information contact your Account Manager.</p><br>            </div><br>            <p>The Intelligent Item Recommendations feature uses artificial intelligence algorithms to calculate and display product recommendations to web store shoppers. From 2022.1 sales representatives can also view and choose from intelligent item recommendations as they create sales orders and estimates for customers.</p><br>            <p>The artificial intelligence algorithms that calculate the recommendations use data such as:</p><br>            <ul>              <li>                <p>what the customer bought in the past</p><br>              </li><br>              <li>                <p>what other customers with similar transaction history bought in the past</p><br>              </li><br>              <li>                <p>what other items were bought by customers who bought a specific item</p><br>              </li><br>            </ul><br>            <p>When the Intelligent Recommendations feature is enabled an Intelligent Upsell button appears on sales orders and estimates. After sales representatives have selected a customer they can click <strong>Intelligent Upsell</strong> to view intelligent recommendations. They can also add one or more items to the sales order or estimate before they click the button.</p><br>            <img alt="Sales Order form with Intelligent Upsell button hghlighted" src="img/AdditionalResources/Pasteur/ReleaseNotes/intelligent_upsell_btn.png" loading="lazy" width="630px"><br>            <p>The items recommended apply to the specific combination of customer and items selected. A different combination of customer and items results in different recommendations. Also the machine learning algorithms process and learn from the transaction data continuously so the recommendations shown change and improve over time.</p><br>            <p>Enabling the Intelligent Item Recommendations feature adds default intelligent recommendation scenarios to the sales order and estimate records and no further setup is needed.</p><br>            <p>However you can customize the recommendation scenarios if you want to for example by specifying which items should never be recommended. For information about recommendation scenarios and how to customize intelligent recommendations see <a href="section_162185434700.html">Recommendation Scenarios and Blocklists</a>.</p><br>            <p>If you want to use intelligent recommendations on your website some additional setup is required. For more information see <a href="section_162185425331.html">Intelligent Item Recommendations for Websites</a>.</p><br>          </div><br>        </div>,Commerce Marketing,2022 Wave 1,,,,,,,,,,No
FS,,,,null,,,,,,,,,,,,,Yes
FS,SC/SCMA/SCA  SuiteCommerce Solutions,,,null,,,,,,,,,,,,,Yes
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,,,,,,,,,,,,,Yes
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,,,,,,,,,,,,,No
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,<div><br>          <h2 id="subsect_163758054771"></h2><br>          <p><strong>Applies to:</strong> SuiteCommerce SuiteCommerce MyAccount and SuiteCommerce Advanced</p><br>          <p>With the 2022.1 release the following Site Management Tools (SMT) areas were added to the SuiteCommerce Base Theme:</p><br>          <div style="font-size:12px !important;word-wrap:normal;white-space:normal;overflow-wrap:break-word;"><br>            <table class="grid" style="width:100%;table-layout:fixed;border-collapse:collapse;margin: 5px 0px 10px 0px;line-height: 125%;"><br>              <thead><br>                <tr><br>                  <th style="vertical-align:top;padding:3.61px;width:23.9%;"><br>                    <p style="font-size:1em !important;margin:0px;">New Area Name</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:12.1%;"><br>                    <p style="font-size:1em !important;margin:0px;">Area Scope</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:13.9%;"><br>                    <p style="font-size:1em !important;margin:0px;">Area Type</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:21.4%;"><br>                    <p style="font-size:1em !important;margin:0px;">Module</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:28.4%;"><br>                    <p style="font-size:1em !important;margin:0px;">Template File</p><br>                  </th><br>                </tr><br>              </thead><br>              <tbody><br>                <tr><br>                  <td style="padding:3.61px;width:23.9%;"><br>                    <p style="font-size:1em !important;margin:0px;">banner_caselist</p><br>                  </td><br>                  <td style="padding:3.61px;width:12.1%;"><br>                    <p style="font-size:1em !important;margin:0px;">all pages</p><br>                  </td><br>                  <td style="padding:3.61px;width:13.9%;"><br>                    <p style="font-size:1em !important;margin:0px;">Support cases page</p><br>                  </td><br>                  <td style="padding:3.61px;width:21.4%;"><br>                    <p style="font-size:1em !important;margin:0px;">Case</p><br>                  </td><br>                  <td style="padding:3.61px;width:28.4%;"><br>                    <p style="font-size:1em !important;margin:0px;">case_list.tpl</p><br>                  </td><br>                </tr><br>                <tr><br>                  <td style="padding:3.61px;width:23.9%;"><br>                    <p style="font-size:1em !important;margin:0px;">banner_invoiceopenlist</p><br>                  </td><br>                  <td style="padding:3.61px;width:12.1%;"><br>                    <p style="font-size:1em !important;margin:0px;">all pages</p><br>                  </td><br>                  <td style="padding:3.61px;width:13.9%;"><br>                    <p style="font-size:1em !important;margin:0px;">Invoices page</p><br>                  </td><br>                  <td style="padding:3.61px;width:21.4%;"><br>                    <p style="font-size:1em !important;margin:0px;">Invoice</p><br>                  </td><br>                  <td style="padding:3.61px;width:28.4%;"><br>                    <p style="font-size:1em !important;margin:0px;">invoice_open_list.tpl</p><br>                  </td><br>                </tr><br>                <tr><br>                  <td style="padding:3.61px;width:23.9%;"><br>                    <p style="font-size:1em !important;margin:0px;">banner_myaccount_bottom</p><br>                  </td><br>                  <td style="padding:3.61px;width:12.1%;"><br>                    <p style="font-size:1em !important;margin:0px;">all pages</p><br>                  </td><br>                  <td style="padding:3.61px;width:13.9%;"><br>                    <p style="font-size:1em !important;margin:0px;">My Account pages</p><br>                  </td><br>                  <td style="padding:3.61px;width:21.4%;"><br>                    <p style="font-size:1em !important;margin:0px;">MyAccountApplication</p><br>                  </td><br>                  <td style="padding:3.61px;width:28.4%;"><br>                    <p style="font-size:1em !important;margin:0px;">myaccount_layout.tpl</p><br>                  </td><br>                </tr><br>              </tbody><br>            </table><br>          </div><br>          <p>See <a href="section_4237798398.html">Area and Scope</a> for information about SMT areas.</p><br>        </div>,SMT Areas Added to Base Theme,2022 Wave 1,,,,,,,,,,No
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,<div><br>          <h2 id="subsect_164011481283"></h2><br>          <p><strong>Applies to:</strong> SuiteCommerce SuiteCommerce MyAccount and SuiteCommerce Advanced</p><br>          <p>With the 2022.1.0 release SuiteCommerce and SuiteCommerce MyAccount no longer support Internet Explorer (IE) 11 and earlier.</p><br>          <p>Previous versions of SuiteCommerce Advanced (SCA) continue to support IE 11 but IE 11 is not supported for SCA version 2022.1.0 and later.</p><br>          <p>Because IE 11 may cause breaking changes on SuiteCommerce SuiteCommerce MyAccount and SCA 2022.1.0 and later sites do not use IE 11 and earlier for these sites. Install and direct your customers to install a currently supported browser version.</p><br>          <p>For more information see <a href="section_160979742962.html#subsect_161229675996">Supported Browsers for Commerce Websites</a>.</p><br>        </div>,Internet Explorer 11 No Longer Supported,2022 Wave 1,,,,,,,,,,No
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,<div><br>          <h2 id="subsect_163724167919"></h2><br>          <p><strong>Applies to:</strong> SuiteCommerce SuiteCommerce MyAccount and SuiteCommerce Advanced</p><br>          <p>The following configuration properties have been updated with the 2022.1.0 release. Refer to the appropriate section for more information.</p><br>          <div style="font-size:12px !important;word-wrap:normal;white-space:normal;overflow-wrap:break-word;"><br>            <table class="grid" style="width:100%;table-layout:fixed;border-collapse:collapse;margin: 5px 0px 10px 0px;line-height: 125%;"><br>              <thead><br>                <tr><br>                  <th style="vertical-align:top;padding:3.61px;width:26.8%;"><br>                    <p style="font-size:1em !important;margin:0px;">Property Label (SuiteCommerce Configuration Record)</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:22.7%;"><br>                    <p style="font-size:1em !important;margin:0px;">Property ID</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:18%;"><br>                    <p style="font-size:1em !important;margin:0px;">More Information</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:32.3%;"><br>                    <p style="font-size:1em !important;margin:0px;">Property Location (SuiteCommerce Configuration Record Tab &gt; Subtab)</p><br>                  </th><br>                </tr><br>              </thead><br>              <tbody><br>                <tr><br>                  <td style="padding:3.61px;width:26.8%;"><br>                    <p style="font-size:1em !important;margin:0px;"><br>                      <strong>Enable Personalized Item Search API Endpoints</strong><br>                    </p><br>                    <div class="infobox-note"><br>                      <span class="notep1">Note: </span><br>                      <p class="nshelp_first" style="font-size:1em !important;margin:0px;">This label was previously called <strong>Enable new search API endpoints</strong>.</p><br>                    </div><br>                  </td><br>                  <td style="padding:3.61px;width:22.7%;"><br>                    <p style="font-size:1em !important;margin:0px;">isNewSearchApiEnabled</p><br>                  </td><br>                  <td style="padding:3.61px;width:18%;"><br>                    <p style="font-size:1em !important;margin:0px;"><br>                      <a href="bridgehead_4667037093.html#subsect_162617387984">Enable Personalized Search API Endpoints</a><br>                    </p><br>                  </td><br>                  <td style="padding:3.61px;width:32.3%;"><br>                    <p style="font-size:1em !important;margin:0px;">Shopping Catalog</p><br>                  </td><br>                </tr><br>              </tbody><br>            </table><br>          </div><br>        </div>,Configuration Properties Updates,2022 Wave 1,,,,,,,,,,No
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,<div><br>          <h2 id="subsect_163724164693"></h2><br>          <p><strong>Applies to:</strong> SuiteCommerce SuiteCommerce MyAccount and SuiteCommerce Advanced</p><br>          <p>With the 2022.1.0 release the developer tools continue to support Node.js version <strong>12.21.0</strong>. To use the Theme Extension or core SCA 2022.1 developer tools you must use this Node.js version.</p><br>          <p>For more information see <a href="section_4183926623.html">Install Node.js</a>.</p><br>        </div>,Node.js Requirement,2022 Wave 1,,,,,,,,,,No
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,<div><br>          <h2 id="subsect_163724169435"></h2><br>          <p><strong>Applies to:</strong> SuiteCommerce SuiteCommerce MyAccount and SuiteCommerce Advanced</p><br>          <p>With the 2022.1.0 release the following third-party library has been added:</p><br>          <ul>            <li>              <p>node-sass 7.0.0</p><br>            </li><br>          </ul><br>          <p>The node-sass library was added because gulp-sass 5.0.0 no longer includes node-sass.</p><br>          <p>The following third-party libraries have been updated with the 2022.1.0 release. Library version information is also shown in the distro.json file. Ensure that any themes and extensions using these libraries are compatible with the update and make any appropriate changes. If you are migrating SCA to this release ensure that no deprecated methods exist in your implementation before migrating.</p><br>          <div style="font-size:12px !important;word-wrap:normal;white-space:normal;overflow-wrap:break-word;"><br>            <table class="grid" style="width:315.64px;table-layout:fixed;border-collapse:collapse;margin: 5px 0px 10px 0px;line-height: 125%;"><br>              <thead><br>                <tr><br>                  <th style="vertical-align:top;padding:3.61px;width:104.95px;"><br>                    <p style="font-size:1em !important;margin:0px;">Library</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:100.92px;"><br>                    <p style="font-size:1em !important;margin:0px;">Old Version</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:109.77px;"><br>                    <p style="font-size:1em !important;margin:0px;">New Version</p><br>                  </th><br>                </tr><br>              </thead><br>              <tbody><br>                <tr><br>                  <td style="padding:3.61px;width:104.95px;"><br>                    <p style="font-size:1em !important;margin:0px;">gulp-sass</p><br>                  </td><br>                  <td style="padding:3.61px;width:100.92px;"><br>                    <p style="font-size:1em !important;margin:0px;">4.1.0</p><br>                  </td><br>                  <td style="padding:3.61px;width:109.77px;"><br>                    <p style="font-size:1em !important;margin:0px;">5.0.0</p><br>                  </td><br>                </tr><br>                <tr><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">Handlebars</p><br>                  </td><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">4.5.3</p><br>                  </td><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">4.7.7</p><br>                  </td><br>                </tr><br>                <tr><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">is-my-json-valid</p><br>                  </td><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">2.20.2</p><br>                  </td><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">2.20.4</p><br>                  </td><br>                </tr><br>                <tr><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">TypeScript</p><br>                  </td><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">4.1.2</p><br>                  </td><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">4.1.6</p><br>                  </td><br>                </tr><br>                <tr><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">underscore.js</p><br>                  </td><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">1.10.2</p><br>                  </td><br>                  <td style="padding:3.61px;"><br>                    <p style="font-size:1em !important;margin:0px;">1.13.1</p><br>                  </td><br>                </tr><br>              </tbody><br>            </table><br>          </div><br>        </div>,Third-Party Library Updates,2022 Wave 1,,,,,,,,,,No
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,<div><br>          <h2 id="subsect_163724171221"></h2><br>          <p><strong>Applies to:</strong> SuiteCommerce SuiteCommerce MyAccount and SuiteCommerce Advanced</p><br>          <p>The 2022.1.0 release includes all minor release fixes improvements and security updates of the previous release. See <a href="section_162143327035.html">2021.2.x Minor Releases</a> for details.</p><br>        </div>,Issue Fixes,2022 Wave 1,,,,,,,,,,No
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,,,,,,,,,,,,,Yes
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,,,,,,,,,,,,,No
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,<div><br>          <h2 id="subsect_060202415354"></h2><br>          <div><br>            <h3 id="subsect_060202472354">Fixes</h3><br>            <ul>              <li>                <p>Starting with the 2022.1.2 minor release Commerce websites configured for External Checkout Only in the Payment Processing profile now allow customers to be successfully redirected to an external payment page to pay their invoices. Prior to the 2022.1.2 minor release this behavior was not supported because external payments were implemented as alternative payments and not the main payment method.</p><br>              </li><br>              <li>                <p>Fixed an issue occurring when shoppers use an external payment method and return to the Payment Methods page to make a correction. This was causing an empty error message to be displayed and did not allow shoppers to continue with the checkout flow unless they re-selected the payment method.</p><br>              </li><br>              <li>                <p>Fixed an issue with installing SuiteCommerce Advanced bundles when using Node 12.21.0 and Gulp 4.0.2 to compile the source code.</p><br>              </li><br>              <li>                <p>Fixed an issue that caused the Commerce Category records pages to be displayed incorrectly when using Site Management Tools.</p><br>              </li><br>              <li>                <p>Fixed an issue that caused the pricing on the Product Display page not to update based on the product quantity purchased.</p><br>              </li><br>            </ul><br>          </div><br>        </div>,2022.1.2 Minor Release of SuiteCommerce SuiteCommerce MyAccount and SuiteCommerce Advanced,2022 Wave 1,,,,,,,,,,No
FS,SC/SCMA/SCA  SuiteCommerce Solutions,SC/SCMA/SCA  SuiteCommerce Solutions Testing,,null,<div><br>          <h2 id="subsect_163724180961"></h2><br>          <div><br>            <h3 id="subsect_163724181478">Fixes</h3><br>            <ul>              <li>                <p>Introduced a new configuration setting that lets you control which custom record scripts are loaded into the shopping environment short cache for your Commerce website. This new configuration setting enables you to provide the Custom Record Script IDs of the records that you do not want to load in shopping.environment.shortcache.ssp. For example if you create blog pages using the SC Blog extension you can prevent those blog pages from loading in the shopping environment short cache by specifying the <code>customrecord_sc_blogpage_type_post</code> ID in the <strong>CMS Pages Lazy Load</strong> setting. Specifying this setting ensures the blog post pages are loaded into short cache only when those pages are needed. For more information see <a href="bridgehead_4667032981.html">Site Management Tools Subtab</a>.</p><br>              </li><br>              <li>                <p>Fixed an issue that caused the author of a Web Store item review to be captured as a string. A customer who writes an item review is now correctly captured as an author as prescribed by JSON-LD schema.</p><br>              </li><br>            </ul><br>          </div><br>        </div>,2022.1.1 Minor Release of SuiteCommerce SuiteCommerce MyAccount and SuiteCommerce Advanced,2022 Wave 1,,,,,,,,,,No
FS,,,,null,,,,,,,,,,,,,Yes
FS,SuiteCommerce InStore,,,null,,,,,,,,,,,,,Yes
FS,SuiteCommerce InStore,SuiteCommerce InStore Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteCommerce InStore,SuiteCommerce InStore Testing,,null,,,,,,,,,,,,,No
FS,SuiteCommerce InStore,SuiteCommerce InStore Testing,,null,<div><br>          <h2 id="subsect_163697677193"></h2><br>          <div><br>            <h3 id="subsect_ws5_jyc_ptb">Transaction Recovery</h3><br>            <p>This 2022.2 feature provides a method to recover a transaction in the event a session ends prematurely or network issues result in data loss. It enables the sales associate to resume an ongoing transaction and to ensure payments in progress are not orphaned from a transaction.</p><br>          </div><br>          <div><br>            <h3 id="subsect_ccx_myc_ptb">Behind the Scenes Changes</h3><br>            <p>This SCIS release provides updates that affect behind-the-scenes processing in NetSuite. The release has no functional changes that are visible at the point-of-sale (POS).</p><br>          </div><br>        </div>,Release Summary,2022 Wave 1,,,,,,,,,,No
FS,,,,null,,,,,,,,,,,,,Yes
FS,SuiteApps (Bundles) Released by NetSuite,,,null,,,,,,,,,,,,,Yes
